sl,year,country,text
21,1978,Saint Lucia,"2. A person shall not be regarded as having been deprived of his life in contravention of this section if he dies as the result of the use, to such extent and in such circumstances as are permitted by law, of such force as is reasonably justifiable-"
22,1978,Saint Lucia,a.for the defence of any person from violence or for the defence of property;
23,1978,Saint Lucia,b.in order to effect a lawful arrest or to prevent the escape of a person lawfully detained;
24,1978,Saint Lucia,"c.for the purpose of suppressing a riot, insurrection or mutiny; or"
25,1978,Saint Lucia,"d.in order to prevent the commission by that person of a criminal offence,"
26,1978,Saint Lucia,or if he dies as the result of a lawful act of war.
27,1978,Saint Lucia,"3. 1. A person shall not be deprived of his personal liberty save as may be authorised by law in any of the following cases, that is to say: -"
28,1978,Saint Lucia,"a.in consequence of his unfitness to plead to a criminal charge or in execution of the sentence or order of a court, whether established for Saint Lucia or some other country, in respect of a criminal offence of which he has been convicted;"
29,1978,Saint Lucia,b.in execution of the order of the High Court or the Court of Appeal punishing him for contempt of the High Court or the Court of Appeal or of another court or tribunal;
30,1978,Saint Lucia,c.in execution of the order of a court made to secure the fulfilment of any obligation imposed on him by law;
31,1978,Saint Lucia,d.for the purpose of bringing him before a court in execution of the order of a court;
32,1978,Saint Lucia,"e.upon a reasonable suspicion of his having committed, or being about to commit, a criminal offence under any law;"
33,1978,Saint Lucia,"f.under the order of a court or with the consent of his parent or guardian, for his education or welfare during any period ending not later than the date when he attains the age of eighteen years;"
34,1978,Saint Lucia,g.for the purpose of preventing the spread of an infectious or contagious disease;
35,1978,Saint Lucia,"h.in the case of a person who is, or is reasonably suspected to be, of unsound mind, addicted to drugs or alcohol, or a vagrant, for the purpose of his care or treatment or the protection of the community;"
36,1978,Saint Lucia,"i.for the purpose of preventing his unlawful entry into Saint Lucia, or for the purpose of effecting his expulsion, extradition or other lawful removal from Saint Lucia or for the purpose of restraining him while he is being conveyed through Saint Lucia in the course of his extradition or removal as a convicted prisoner from one country to another; or"
37,1978,Saint Lucia,"j.to such extent as may be necessary in the execution of a lawful order requiring him to remain within a specified area within Saint Lucia, or prohibiting him from being within such an area, or to such extent as may be reasonably justifiable for the taking of proceedings against him with a view to the making of any such order or relating to such an order after it has been made, or to such extent as may be reasonably justifiable for restraining him during any visit that he is permitted to make to any part of Saint Lucia in which, in consequence of any such order, his presence would otherwise be unlawful."
38,1978,Saint Lucia,"2. Any person who is arrested or detained shall with reasonable promptitude and in any case no later than twenty-four hours after such arrest or detention be informed in a language that he understands of the reasons for his arrest or detention and be afforded reasonable facilities for private communication and consultation with a legal practitioner of his own choice and, in the case of a minor, with his parents or guardian."
39,1978,Saint Lucia,3. Any person who is arrested or detained-
40,1978,Saint Lucia,a.for the purpose of bringing him before a court in execution of the order of a court; or
41,1978,Saint Lucia,"b.upon reasonable suspicion of his having committed, or being about to commit, a criminal offence under any law"
42,1978,Saint Lucia,"and who is not released, shall be brought before a court without undue delay and in any case not later than seventy-two hours after such arrest or detention."
43,1978,Saint Lucia,"4. Where any person is brought before a court in execution of the order of a court in any proceedings or upon suspicion of his having committed or being about to commit an offence, he shall not be thereafter further held in custody in connection with those proceedings or that offence save upon the order of a court."
44,1978,Saint Lucia,"5. If any person arrested or detained as mentioned in subsection (3)(b) of this section is not tried within a reasonable time, then without prejudice to any further proceedings that may be brought against him, he shall be released either unconditionally or upon reasonable conditions, including in particular such conditions as are reasonably necessary to ensure that he appears at a later date for trial or for proceedings preliminary to trial, and such conditions may include bail so long as it is not excessive."
45,1978,Saint Lucia,6. Any person who is unlawfully arrested or detained by any other person shall be entitled to compensation therefor from that other person or from any other person or authority on whose behalf that other person was acting:
46,1978,Saint Lucia,"Provided that a judge, a magistrate or a justice of the peace or an officer of a court or a police officer shall not be under any personal liability to pay compensation under this subsection in consequence of any act performed by him in good faith in the discharge of the functions of his office and any liability to pay any such compensation in consequence of any such act shall be a liability of the Crown."
47,1978,Saint Lucia,7. For the purposes of subsection (1)(a) of this section a person charged before a court with a criminal offence in respect of whom a special verdict has been returned that he was guilty of the act or omission charged but was insane when he did the act or made the omission shall be regarded as a person who has been convicted of a criminal offence and the detention of a person in consequence of such a verdict shall be regarded as detention in execution of the order of a court.
48,1978,Saint Lucia,4. 1. No person shall be held in slavery or servitude.
49,1978,Saint Lucia,2. No person shall be required to perform forced labour.
50,1978,Saint Lucia,"3. For the purposes of this section, the expression ""forced labour"" does not include-"
51,1978,Saint Lucia,a.any labour required in consequence of the sentence or order of a court;
52,1978,Saint Lucia,"b.labour required of any person while he is lawfully detained that, though not required in consequence of the sentence or order of a court, is reasonably necessary in the interests of hygiene or for the maintenance of the place at which he is detained;"
53,1978,Saint Lucia,"c.any labour required of a member of a disciplined force in pursuance of his duties as such or, in the case of a person who has conscientious objections to service as a member of a naval, military or air force, any labour that that person is required by law to perform in place of such service;"
54,1978,Saint Lucia,"d.any labour required during any period of public emergency or in the event of any accident or natural calamity that threatens the life and well-being of the community, to the extent that the requiring of such labour is reasonably justifiable in the circumstances of any situation arising or existing during that period or as a result of that accident or natural calamity, for the purpose of dealing with that situation."
55,1978,Saint Lucia,5. No person shall be subjected to torture or to inhuman or degrading punishment or other treatment.
56,1978,Saint Lucia,"6. 1. No property of any description shall be compulsorily taken possession of, and no interest in or right over property of any description shall be compulsorily acquired, except for a public purpose and except where provision is made by a law applicable to that taking of possession or acquisition for the prompt payment of full compensation."
57,1978,Saint Lucia,2. Every person having an interest in or right over property that is compulsorily taken possession of or whose interest in or right over any property is compulsorily acquired shall have a right of direct access to the High Court for-
58,1978,Saint Lucia,a.determining the nature and extent of that interest or right;
59,1978,Saint Lucia,b.determining whether that taking of possession or acquisition was duly carried out in accordance with a law authorising the taking of possession or acquisition;
60,1978,Saint Lucia,c.determining what compensation he is entitled to under the law applicable to that taking of possession or acquisition;
61,1978,Saint Lucia,d.obtaining that compensation:
62,1978,Saint Lucia,"Provided that if Parliament so provides in relation to any matter referred to in paragraph (a) or (c) of this subsection the right of access shall be by way of appeal (exercisable as of right at the instance of the person having the interest in or right over the property) from a tribunal or authority, other than the High Court, having jurisdiction under any law to determine that matter."
63,1978,Saint Lucia,"3. The Chief Justice may make rules with respect to the practice and procedure of the High Court or, subject to such provision as may have been made in that behalf by Parliament, with respect to the practice and procedure of any other tribunal or authority in relation to the jurisdiction conferred on the High Court by subsection (2) of this section or exercisable by the other tribunal or authority for the purposes of that subsection (including rules with respect to the time within which applications or appeals to the High Court or applications to the other tribunal or authority may be brought)."
64,1978,Saint Lucia,"4. No person who is entitled to compensation under this section shall be prevented from remitting, within a reasonable time after he has received any amount of that compensation in the form of a sum of money or, as the case may be, has received any such amount in some other form and has converted any of that amount into a sum of money, the whole of that sum of money (free from any deduction, charge or tax made or levied in respect of its remission) to any country of his choice outside Saint Lucia."
65,1978,Saint Lucia,5. Nothing contained in or done under the authority of any law shall be held to be inconsistent with or in contravention of subsection (4) of this section to the extent that the law in question authorises-
66,1978,Saint Lucia,"a.the attachment, by order of a court, of any amount of compensation to which a person is entitled in satisfaction of the judgment of a court or pending the determination of civil proceedings to which he is a party;"
67,1978,Saint Lucia,b.the imposition of reasonable restrictions on the manner in which any sum of money is to be remitted; or
68,1978,Saint Lucia,c.the imposition of reasonable restrictions upon the remission of any sum of money in order to prevent or regulate the transfer to a country outside Saint Lucia of capital raised in Saint Lucia or in some other country or derived from the natural resources of Saint Lucia.
69,1978,Saint Lucia,6. Nothing contained in or done under the authority of any law shall be held to be inconsistent with or in contravention of subsection (1) of this section-
70,1978,Saint Lucia,"a.to the extent that the law in question makes provision for the taking of possession or acquisition of any property, interest or right-"
71,1978,Saint Lucia,"i.in satisfaction of any tax, rate or due;"
72,1978,Saint Lucia,ii.by way of penalty for breach of any law or forfeiture in consequence of breach of any law;
73,1978,Saint Lucia,"iii.as an incident of a lease, tenancy, mortgage, hypothec, charge, bill of sale, pledge or contract;"
74,1978,Saint Lucia,iv.in the execution of judgments or orders of a court in proceedings for the determination of civil rights or obligations;
75,1978,Saint Lucia,"v.in circumstances where it is reasonably necessary so to do because the property is in a dangerous state or likely to be injurious to the health of human beings, animals or plants;"
76,1978,Saint Lucia,vi.in consequence of any law with respect to the limitation of actions; or
77,1978,Saint Lucia,"vii.for so long only as may be necessary for the purposes of any examination, investigation, trial or inquiry or, in the case of land, for the purposes of the carrying out thereon of work of soil conservation or the conservation of other natural resources or work relating to agricultural development or improvement (being work relating to such development or improvement that the owner or occupier of the land has been required, and has without reasonable excuse refused or failed, to carry out),"
78,1978,Saint Lucia,"and except so far as that provision or, as the case may be, the thing done under the authority thereof is shown not to be reasonably justifiable in a democratic society; or"
79,1978,Saint Lucia,"b.to the extent that the law in question makes provision for the taking of possession or acquisition of any of the following property (including an interest in or right over property), that is to say-"
80,1978,Saint Lucia,i.enemy property;
81,1978,Saint Lucia,"ii.property of a deceased person, a person of unsound mind or a person who has not attained the age of eighteen years, for the purpose of its administration for the benefit of the persons entitled to the beneficial interest therein;"
82,1978,Saint Lucia,"iii.property of a person adjudged bankrupt or a body corporate in liquidation, for the purpose of its administration for the benefit of the creditors of the bankrupt or body corporate and, subject thereto, for the benefit of other persons entitled to the beneficial interest in the property; or"
83,1978,Saint Lucia,"iv.property subject to a trust, for the purpose of vesting the property in persons appointed as trustees under the instrument creating the trust or by a court or, by order of a court, for the purpose of giving effect to the trust."
84,1978,Saint Lucia,"7. Nothing contained in or done under the authority of any law enacted by Parliament shall be held to be inconsistent with or in contravention of this section to the extent that the law in question makes provision for the compulsory taking of possession of any property, or the compulsory acquisition of any interest in or right over property, where that property, interest or right is held by a body corporate established by law for public purposes in which no monies have been invested other than monies provided by Parliament."
85,1978,Saint Lucia,8. In this section-
86,1978,Saint Lucia,"""property"" means any land or other thing capable of being owned or held in possession and includes any right relating thereto, whether under a contract, trust or law or otherwise and whether present or future, absolute or conditional;"
87,1978,Saint Lucia,"""acquisition"", in relation to an interest in or right over property, means transferring that interest or right to another person or extinguishing or curtailing that interest or right."
88,1978,Saint Lucia,"7. 1. Except with his own consent, a person shall not be subjected to the search of his person or his property or the entry by others on his premises."
89,1978,Saint Lucia,2. Nothing contained in or done under the authority of any law shall be held to be inconsistent with or in contravention of this section to the extent that the law in question makes provision-
90,1978,Saint Lucia,"a.that is reasonably required in the interests of defence, public safety, public order, public morality, public health, town and country planning, the development and utilisation of mineral resources or the development or utilisation of any property for a purpose beneficial to the community;"
91,1978,Saint Lucia,b.that is reasonably required for the purpose of protecting the rights or freedoms of other persons;
92,1978,Saint Lucia,"c.that authorises an officer or agent of the Government, a local government authority or a body corporate established by law for public purposes to enter on the premises of any person in order to inspect those premises or anything thereon for the purpose of any tax, rate or due or in order to carry out work connected with any property that is lawfully on those premises and that belongs to the Government or to that authority or body corporate, as the case may be; or"
93,1978,Saint Lucia,"d.that authorises, for the purpose of enforcing the judgment or order of a court in any civil proceedings, the search of any person or property by order of a court or entry upon any premises by such order,"
94,1978,Saint Lucia,"and except so far as that provision or, as the case may be, anything done under the authority thereof is shown not to be reasonably justifiable in a democratic society."
95,1978,Saint Lucia,"8. 1. If any person is charged with a criminal offence, then, unless the charge is withdrawn, the case shall be afforded a fair hearing within a reasonable time by an independent and impartial court established by law."
96,1978,Saint Lucia,2. Every person who is charged with a criminal offence-
97,1978,Saint Lucia,a.shall be presumed to be innocent until he is proved or has pleaded guilty;
98,1978,Saint Lucia,"b.shall be informed as soon as reasonably practicable, in a language that he understands and in detail, of the nature of the offence charged;"
99,1978,Saint Lucia,c.shall be given adequate time and facilities for the preparation of his defence;
100,1978,Saint Lucia,"d.shall be permitted to defend himself before the court in person or, at his own expense, by a legal practitioner of his own choice;"
101,1978,Saint Lucia,"e.shall be afforded facilities to examine in person or by his legal representative the witnesses called by the prosecution before the court, and to obtain the attendance and carry out the examination of witnesses to testify on his behalf before the court on the same conditions as those applying to witnesses called by the prosecution; and"
102,1978,Saint Lucia,"f.shall be permitted to have without payment the assistance of an interpreter if he cannot understand the language used at the trial,"
103,1978,Saint Lucia,and except with his own consent the trial shall not take place in his absence unless he so conducts himself as to render the continuance of the proceedings in his presence impracticable and the court has ordered him to be removed and the trial to proceed in his absence:
104,1978,Saint Lucia,"Provided that the trial may take place in his absence in any case in which it is so provided by a law under which he is entitled to adequate notice of the charge and the date, time and place of the trial and to a reasonable opportunity of appearing before the court."
105,1978,Saint Lucia,"3. When a person is tried for any criminal offence, the accused person or any person authorised by him in that behalf shall, if he so requires and subject to payment of such reasonable fee as may be prescribed by law, be given within a reasonable time after judgment a copy for the use of the accused person of any record of the proceedings made by or on behalf of the court."
106,1978,Saint Lucia,"4. A person shall not be held to be guilty of a criminal offence on account of any act or omission that did not, at the time it took place, constitute such an offence, and no penalty shall be imposed for any criminal offence that is severer in degree or description than the maximum penalty that might have been imposed for that offence at the time when it was committed."
107,1978,Saint Lucia,"5. A person who shows that he has been tried by a competent court for a criminal offence and either convicted or acquitted shall not again be tried for that offence or for any other criminal offence of which he could have been convicted at the trial for that offence, save upon the order of a superior court in the course of appeal or review proceedings relating to the conviction or acquittal."
108,1978,Saint Lucia,6. A person shall not be tried for a criminal offence if he shows that he has been pardoned for that offence.
109,1978,Saint Lucia,7. A person who is tried for a criminal offence shall not be compelled to give evidence at the trial.
110,1978,Saint Lucia,"8. Any court or other authority prescribed by law for the determination of the existence or extent of any civil right or obligation shall be established by law and shall be independent and impartial; and where proceedings for such a determination are instituted by any person before such a court or other authority, the case shall be given a fair hearing within a reasonable time."
111,1978,Saint Lucia,"9. Where the existence or extent of any civil right or obligation has been determined in proceedings in any court or before any other authority any party to those proceedings shall, if he so requires and subject to payment of such reasonable fee as may be prescribed by law, be entitled to obtain within a reasonable time after the judgment or other determination a copy of any record of the proceedings made by or on behalf of the court or other authority."
112,1978,Saint Lucia,"10. Except with the agreement of all the parties thereto, all proceedings of every court and proceedings for the determination of the existence or extent of any civil right or obligation before any other authority, including the announcement of the decision of the court or other authority, shall be held in public."
113,1978,Saint Lucia,11. Nothing in subsection (10) of this section shall prevent the court or other adjudicating authority from excluding from the proceedings persons other than the parties thereto and the legal practitioners representing them to such extent as the court or other authority-
114,1978,Saint Lucia,"a.may by law be empowered to do and may consider necessary or expedient in circumstances where publicity would prejudice the interests of justice or in interlocutory proceedings or in the interests of public morality, the welfare of persons under the age of eighteen years or the protection of the private lives of persons concerned in the proceedings; or"
115,1978,Saint Lucia,"b.may by law be empowered or required to do in the interests of defence, public safety or public order."
116,1978,Saint Lucia,12. Nothing contained in or done under the authority of any law shall be held to be inconsistent with or in contravention of-
117,1978,Saint Lucia,a.subsection (2)(a) of this section to the extent that the law in question imposes upon any person charged with a criminal offence the burden of proving particular facts;
118,1978,Saint Lucia,b.subsection (2)(e) of this section to the extent that the law in question imposes reasonable conditions that must be satisfied if witnesses called to testify on behalf of an accused person are to be paid their expenses out of public funds; or
119,1978,Saint Lucia,"c.subsection (5) of this section to the extent that the law in question authorises a court to try a member of a disciplined force for a criminal offence notwithstanding any trial and conviction or acquittal of that member under the disciplinary law of that force, so, however, that any court so trying such a member and convicting him shall in sentencing him to any punishment take into account any punishment awarded him under that disciplinary law."
120,1978,Saint Lucia,"13. In the case of any person who is held in lawful detention the provisions of subsection (1), paragraphs (d) and (e) of subsection (2) and subsection (3) of this section shall not apply in relation to his trial for a criminal offence under the law regulating the discipline of persons held in such detention."
121,1978,Saint Lucia,"14. In this section ""criminal offence"" means a criminal offence under a law."
122,1978,Saint Lucia,"9. 1. Except with his own consent, a person shall not be hindered in the enjoyment of his freedom of conscience, including freedom of thought and of religion, freedom to change his religion or belief and freedom, either alone or in community with others, and both in public and in private, to manifest and propagate his religion or belief in worship, teaching, practice and observance."
123,1978,Saint Lucia,"2. Except with his own consent (or, if he is a person under the age of eighteen years, the consent of his guardian) a person attending any place of education, detained in any prison or corrective institution or serving in a naval, military or air force shall not be required to receive religious instruction or to take part in or attend any religious ceremony or observance if that instruction ceremony or observance relates to a religion which is not his own."
124,1978,Saint Lucia,"3. Every religious community shall be entitled, at its own expense, to establish and maintain places of education and to manage any place of education which it maintains; and no such community shall be prevented from providing religious instruction for persons of that community in the course of any education provided by that community whether or not it is in receipt of a government subsidy or other form of financial assistance designed to meet in whole or in part the cost of such course of education."
125,1978,Saint Lucia,4. A person shall not be compelled to take any oath which is contrary to his religion or belief or to take any oath in a manner which is contrary to his religion or belief.
126,1978,Saint Lucia,5. Nothing contained in or done under the authority of any law shall be held to be inconsistent with or in contravention of this section to the extent that the law in question makes provision which is reasonably required-
127,1978,Saint Lucia,"a.in the interests of defence, public safety, public order, public morality or public health;"
128,1978,Saint Lucia,"b.for the purpose of protecting the rights and freedoms of other persons, including the right to observe and practise any religion without the unsolicited intervention of members of any other religion; or"
129,1978,Saint Lucia,"c.for the purpose of regulating educational institutions in the interests of the persons who receive or may receive instruction in them,"
130,1978,Saint Lucia,"and except so far as that provision or, as the case may be, the thing done under the authority thereof is shown not to be reasonably justifiable in a democratic society."
131,1978,Saint Lucia,"6. References in this section to a religion shall be construed as including references to a religious denomination, and cognate expressions shall be construed accordingly."
132,1978,Saint Lucia,"10. 1. Except with his own consent, a person shall not be hindered in the enjoyment of his freedom of expression, including freedom to hold opinions without interference, freedom to receive ideas and information without interference, freedom to communicate ideas and information without interference (whether the communication be to the public generally or to any person or class of persons) and freedom from interference with his correspondence."
133,1978,Saint Lucia,2. Nothing contained in or done under the authority of any law shall be held to be inconsistent with or in contravention of this section to the extent that the law in question makes provision-
134,1978,Saint Lucia,"a.that is reasonably required in the interests of defence, public safety, public order, public morality or public health;"
135,1978,Saint Lucia,"b.that is reasonably required for the purpose of protecting the reputations, rights and freedoms of other persons or the private lives of persons concerned in legal proceedings, preventing the disclosure of information received in confidence, maintaining the authority and independence of the courts or regulating the technical administration or the technical operation of telephony, telegraphy, posts, wireless broadcasting or television; or"
136,1978,Saint Lucia,"c.that imposes restrictions upon public officers that are reasonably required for the proper performance of their functions,"
137,1978,Saint Lucia,"and except so far as that provision or, as the case may be, the thing done under the authority thereof is shown not to be reasonably justifiable in a democratic society."
138,1978,Saint Lucia,"11. 1. Except with his own consent, a person shall not be hindered in the enjoyment of his freedom of assembly and association, that is to say, his right to assemble freely and associate with other persons and in particular to form or belong to trade unions or other associations for the protection of his interests or to form or belong to political parties or other political associations."
139,1978,Saint Lucia,2. Nothing contained in or done under the authority of any law shall be held to be inconsistent with or in contravention of this section to the extent that the law in question makes provision-
140,1978,Saint Lucia,"a.that is reasonably required in the interests of defence, public safety, public order, public morality or public health;"
141,1978,Saint Lucia,b.that is reasonably required for the purpose of protecting the rights or freedoms of other persons; or
142,1978,Saint Lucia,"c.that imposes restrictions upon public officers that are reasonably required for the proper performance of their functions,"
143,1978,Saint Lucia,"and except so far as that provision or, as the case may be, the thing done under the authority thereof is shown not to be reasonably justifiable in a democratic society."
144,1978,Saint Lucia,"12. 1. A person shall not be deprived of his freedom of movement that is to say, the right to move freely throughout Saint Lucia, the right to reside in any part of Saint Lucia, the right to enter Saint Lucia, the right to leave Saint Lucia and immunity from expulsion from Saint Lucia."
145,1978,Saint Lucia,2. Any restriction on a person's freedom of movement that is involved in his lawful detention shall not be held to be inconsistent with or in contravention of this section.
146,1978,Saint Lucia,3. Nothing contained in or done under the authority of any law shall be held to be inconsistent with or in contravention of this section to the extent that the law in question makes provision-
147,1978,Saint Lucia,"a.for the imposition of restrictions on the movement or residence within Saint Lucia of any person or on any person's right to leave Saint Lucia that are reasonably required in the interests of defence, public safety or public order;"
148,1978,Saint Lucia,"b.for the imposition of restrictions on the movement or residence within Saint Lucia or on the right to leave Saint Lucia of persons generally or any class of persons in the interests of defence, public safety, public order, public morality or public health or, in respect of the right to leave Saint Lucia, of securing compliance with any international obligation of the Government particulars of which have been laid before the Senate and the House and except so far as that provision or, as the case may be, the thing done under the authority thereof is shown not to be reasonably justifiable in a democratic society;"
149,1978,Saint Lucia,"c.for the imposition of restrictions, by order of a court, on the movement or residence within Saint Lucia of any person or on any person's right to leave Saint Lucia either in consequence of his having been found guilty of a criminal offence under a law or for the purpose of ensuring that he appears before a court at a later date for trial of such a criminal offence or for proceedings preliminary to trial or for proceedings relating to his extradition or lawful removal from Saint Lucia;"
150,1978,Saint Lucia,d.for the imposition of restrictions on the freedom of movement of any person who is not a citizen;
151,1978,Saint Lucia,e.for the imposition of restrictions on the acquisition or use by any person of land or other property in Saint Lucia;
152,1978,Saint Lucia,f.for the imposition of restrictions upon the movement or residence within Saint Lucia or on the right to leave Saint Lucia of any public officer that are reasonably required for the proper performance of his functions;
153,1978,Saint Lucia,g.for the removal of a person from Saint Lucia to be tried or punished in some other country for a criminal offence under the law of that other country or to undergo imprisonment in some other country in execution of the sentence of a court in respect of a criminal offence under a law of which he has been convicted; or
154,1978,Saint Lucia,h.for the imposition of restrictions on the right of any person to leave Saint Lucia that are reasonably required in order to secure the fulfilment of any obligations imposed on that person by law
155,1978,Saint Lucia,"and except so far as that provision or, as the case may be, the thing done under the authority thereof is shown not to be reasonably justifiable in a democratic society."
156,1978,Saint Lucia,"4. If any person whose freedom of movement has been restricted by virtue of such a provision as is referred to in subsection (3)(a) of this section so requests at any time during the period of that restriction not earlier than twenty-one days after the order was made or three months after he last made such a request, as the case may be, his case shall be reviewed by an independent and impartial tribunal presided over by a person appointed by the Chief Justice from among persons who are legal practitioners."
157,1978,Saint Lucia,"5. On any review by a tribunal in pursuance of subsection (4) of this section of the case of any person whose freedom of movement has been restricted, the tribunal may make recommendations concerning the necessity or expediency of the continuation of that restriction to the authority by whom it was ordered and, unless it is otherwise provided by law, that authority shall be obliged to act in accordance with any such recommendations."
158,1978,Saint Lucia,"13. 1. Subject to the provisions of subsections (4), (5) and (7) of this section, no law shall make any provision that is discriminatory either of itself or in its effect."
159,1978,Saint Lucia,"2. Subject to the provisions of subsections (6), (7) and (8) of this section, no person shall be treated in a discriminatory manner by any person or authority."
160,1978,Saint Lucia,"3. In this section, the expression ""discriminatory"" means affording different treatment to different persons attributable wholly or mainly to their respective descriptions by sex, race, place of origin, political opinions, colour or creed whereby persons of one such description are subjected to disabilities or restrictions to which persons of another such description are not made subject or are accorded privileges or advantages which are not accorded to persons of another such description."
161,1978,Saint Lucia,4. Subsection (1) of this section shall not apply to any law so far as that law makes provision-
162,1978,Saint Lucia,a.for the appropriation of public revenues or other public funds;
163,1978,Saint Lucia,b.with respect to persons who are not citizens;
164,1978,Saint Lucia,"c.for the application, in the case of persons of any such description as is mentioned in subsection (3) of this section (or of persons connected with such persons), of the law with respect to adoption, marriage, divorce, burial, devolution of property on death or other like matters which is the personal law of persons of that description;"
165,1978,Saint Lucia,"d.whereby persons of any such description as is mentioned in subsection (3) of this section may be subjected to any disability or restriction or may be accorded any privilege or advantage that, having regard to its nature and to special circumstances pertaining to those persons or to persons of any other such description, is reasonably justifiable in a democratic society."
166,1978,Saint Lucia,"5. Nothing contained in any law shall be held to be inconsistent with or in contravention of subsection (1) of this section to the extent that it makes provision with respect to standards or qualifications (not being standards or qualifications specifically relating to sex, race, place of origin, political opinions, colour or creed) to be required of any person who is appointed to or to act in any office or employment."
167,1978,Saint Lucia,6. Subsection (2) of this section shall not apply to anything which is expressly or by necessary implication authorised to be done by any such provision of law as is referred to in subsection (4) or subsection (5) of this section.
168,1978,Saint Lucia,"7. Nothing contained in or done under the authority of any law shall be held to be inconsistent with or in contravention of this section to the extent that the law in question makes provision whereby persons of any such description as is mentioned in subsection (3) of this section may be subjected to any restriction on the rights and freedoms guaranteed by sections 7, 9, 10, 11 and 12 of this Constitution, being such a restriction as is authorised by section 7(2), section 9(5), section 10(2), section 11(2) or paragraph (a), (b) or (h) of section 12(3), as the case may be."
169,1978,Saint Lucia,"8. Nothing contained in subsection (2) of this section shall affect any discretion relating to the institution, conduct or discontinuance of civil or criminal proceedings in any court that is vested in any person by or under this Constitution or any other law."
170,1978,Saint Lucia,"14. 1. Without prejudice to the powers of Parliament, but subject to the provisions of this section, where any period of public emergency exists, the Governor-General may, due regard being had to the circumstances of any situation likely to arise or exist during such period, make regulations for the purpose of dealing with that situation and issue orders and instructions for the purpose of the exercise of any powers conferred on him or any other person by any law referred to in subsection (3) of this section or instrument made under this section or any such law."
171,1978,Saint Lucia,2. Without prejudice to the generality of subsection (1) of this section regulations made under that subsection may make provision for the detention of persons.
172,1978,Saint Lucia,3. A law enacted by Parliament that is passed during a period of public emergency and is expressly declared to have effect only during that period or any regulation made under subsection (1) of this section shall have effect even though inconsistent with sections 3 or 13 of this Constitution except in so far as its provisions may be shown not to be reasonably justifiable for the purpose of dealing with the situation that exists during that period.
173,1978,Saint Lucia,"15. 1. When a person is detained by virtue of any such law as is referred to in section 14 of this Constitution the following provisions shall apply, that is to say:-"
174,1978,Saint Lucia,"a.he shall, with reasonable promptitude and in any case not more than seven days after the commencement of his detention, be informed in a language that he understands and in detail of the grounds upon which he is detained and furnished with a written statement in English specifying those grounds in detail;"
175,1978,Saint Lucia,"b.not more than fourteen days after the commencement of his detention, a notification shall be published in the Official Gazette stating that he has been detained and giving particulars of the provision of law under which his detention is authorised;"
