sl,year,country,text
98,2004,Afghanistan,"Freedom and confidentiality of correspondence, as well as communications of individuals, whether in the form of a letter or via telephone, telegraph, as well as other means, shall be secure from intrusion. The state shall not have the right to inspect personal correspondence and communications, unless authorized by provisions of the law."
99,2004,Afghanistan,ARTICLE 38
100,2004,Afghanistan,"Personal residences shall be immune from trespassing. No one, including the state, shall have the right to enter a personal residence or search it without the owner’s permission or by order of an authoritative court, except in situations and methods delineated by law. In case of an evident crime, the responsible official shall enter or search a personal residence without prior court order. The aforementioned official, shall, after entrance or completion of search, obtain a court order within the time limit set by law."
101,2004,Afghanistan,ARTICLE 39
102,2004,Afghanistan,"Every Afghan shall have the right to travel and settle in any part of the country, except in areas forbidden by law. Every Afghan shall have the right to travel outside Afghanistan and return, according to the provisions of the law. The state shall protect the rights of the citizens of Afghanistan outside the country."
103,2004,Afghanistan,ARTICLE 40
104,2004,Afghanistan,"Property shall be safe from violation. No one shall be forbidden from owning property and acquiring it, unless limited by the provisions of law. No one's property shall be confiscated without the order of the law and decision of an authoritative court. Acquisition of private property shall be legally permitted only for the sake of public interests, and in exchange for prior and just compensation. Search and disclosure of private property shall be carried out in accordance with provisions of the law."
105,2004,Afghanistan,ARTICLE 41
106,2004,Afghanistan,"Foreign individuals shall not have the right to own immovable property in Afghanistan. Lease of immovable property for the purpose of capital investment shall be permitted in accordance with the provisions of the law. The sale of estates to diplomatic missions of foreign countries as well as international organizations to which Afghanistan is a member, shall be allowed in accordance with the provisions of the law."
107,2004,Afghanistan,ARTICLE 42
108,2004,Afghanistan,"Every Afghan shall pay taxes and duties to the state in accordance with the provisions of the law. No taxes or duties shall be levied without legal representation. Tax rates and duties as well as the method of payment shall be determined, with due respect to social justice, by law. This provision shall also apply to foreign individuals and organizations. Every kind of tax, duty as well as paid incomes shall be deposited to a single state account."
109,2004,Afghanistan,ARTICLE 43
110,2004,Afghanistan,"Education is the right of all citizens of Afghanistan, which shall be offered up to the B.A. level in the state educational institutes free of charge by the state. To expand balanced education as well as to provide mandatory intermediate education throughout Afghanistan, the state shall design and implement effective programs and prepare the ground for teaching mother tongues in areas where they are spoken."
111,2004,Afghanistan,ARTICLE 44
112,2004,Afghanistan,"The state shall devise and implement effective programs to create and foster balanced education for women, improve education of nomads as well as eliminate illiteracy in the country."
113,2004,Afghanistan,ARTICLE 45
114,2004,Afghanistan,"The state shall devise and implement a unified educational curricula based on the tenets of the sacred religion of Islam, national culture as well as academic principles, and develop religious subjects curricula for schools on the basis of existing Islamic sects in Afghanistan."
115,2004,Afghanistan,ARTICLE 46
116,2004,Afghanistan,"Establishing and administering higher, general and specialized educational institutions shall be the duty of the state. The citizens of Afghanistan shall establish higher, general and specialized educational as well as literacy institutions with permission of the state. The state shall permit foreign individuals to establish higher, general and specialized institutions in accordance with the provisions of the law. Admission terms to higher educational institutes of the state and other related matters shall be regulated by law."
117,2004,Afghanistan,ARTICLE 47
118,2004,Afghanistan,"The state shall devise effective programs for fostering knowledge, culture, literature and arts. The state shall guarantee the copyrights of authors, inventors and discoverers, and, shall encourage and protect scientific research in all fields, publicizing their results for effective use in accordance with the provisions of the law."
119,2004,Afghanistan,ARTICLE 48
120,2004,Afghanistan,"Work is the right of every Afghan. Working hours, paid holidays, employment and employee rights and related matters shall be regulated by the law. Choice of occupation and craft shall be free within the bounds of law."
121,2004,Afghanistan,ARTICLE 49
122,2004,Afghanistan,"Forced labor shall be forbidden. Active participation in times of war, disaster, and other situations that threaten public life and comfort shall be among the national duties of every Afghan. Forced labor on children shall not be allowed."
123,2004,Afghanistan,ARTICLE 50
124,2004,Afghanistan,"The state shall adopt necessary measures to create a healthy administration and realize reforms in the administrative system of the country. The administration shall perform its duties with complete neutrality and in compliance with the provisions of the laws. The citizens of Afghanistan shall have the right of access to information from state departments in accordance with the provisions of the law. This right shall have no limit except when harming rights of others as well as public security. The citizens of Afghanistan shall be recruited by the state on the basis of ability, without any discrimination, according to the provisions of the law."
125,2004,Afghanistan,ARTICLE 51
126,2004,Afghanistan,"Any individual suffering damage without due cause from the administration shall deserve compensation, and shall appeal to a court for acquisition. Except in conditions stipulated by law, the state shall not, without the order of an authoritative court, claim its rights."
127,2004,Afghanistan,ARTICLE 52
128,2004,Afghanistan,The state shall provide free preventative healthcare and treatment of diseases as well as medical facilities to all citizens in accordance with the provisions the law. Establishment and expansion of private medical services as well as health centers shall be encouraged and protected by the state in accordance with the provisions of the law. The state shall adopt necessary measures to foster healthy physical education and development of the national as well as local sports.
129,2004,Afghanistan,ARTICLE 53
130,2004,Afghanistan,"The state shall adopt necessary measures to regulate medical services as well as financial aid to survivors of martyrs and missing persons, and for reintegration of the disabled and handicapped and their active participation in society, s in accordance with provisions of the law. The state shall guarantee the rights of retirees, and shall render necessary aid to the elderly, women without caretaker, disabled and handicapped as well as poor orphans, in accordance with provisions of the law."
131,2004,Afghanistan,ARTICLE 54
132,2004,Afghanistan,"Family is the fundamental pillar of the society, and shall be protected by the state. The state shall adopt necessary measures to attain the physical and spiritual health of the family, especially of the child and mother, upbringing of children, as well as the elimination of related traditions contrary to the principles of the sacred religion of Islam."
133,2004,Afghanistan,ARTICLE 55
134,2004,Afghanistan,Defending the country shall be the duty of all citizens of Afghanistan. Conditions for compulsory military service shall be regulated by law.
135,2004,Afghanistan,ARTICLE 56
136,2004,Afghanistan,"Observance of the provisions of the constitution, obedience of laws and respect of public order and security shall be the duty of all citizens of Afghanistan. Ignorance of the laws shall not be considered an excuse."
137,2004,Afghanistan,ARTICLE 57
138,2004,Afghanistan,The state shall guarantee the rights and liberties of foreign citizens in Afghanistan in accordance with the law. These people shall be obliged to respect the laws of the state of Afghanistan within the limits of the provisions of international law.
139,2004,Afghanistan,ARTICLE 58
140,2004,Afghanistan,"To monitor respect for human rights in Afghanistan as well as to foster and protect it, the state shall establish the Independent Human Rights Commission of Afghanistan. Every individual shall complain to this Commission about the violation of personal human rights. The Commission shall refer human rights violations of individuals to legal authorities and assist them in defense of their rights. Organization and method of operation of the Commission shall be regulated by law."
141,2004,Afghanistan,ARTICLE 59
142,2004,Afghanistan,"No individual shall be allowed to manipulate the rights and liberties enshrined in this Constitution and act against independence, territorial integrity, sovereignty as well as national unity."
143,2004,Afghanistan,CHAPTER III. THE PRESIDENT
144,2004,Afghanistan,ARTICLE 60
145,2004,Afghanistan,"The President shall be the head of state of the Islamic Republic of Afghanistan, executing his authorities in the executive, legislative and judiciary fields in accordance with the provisions of this Constitution. The President shall have 2 Vice-Presidents, first and second. The Presidential candidate shall declare to the nation names of both vice presidential running mates. In case of absence, resignation or death of the President, the first Vice-President shall act in accordance with the provisions of this Constitution. In the absence of the first Vice-President, the second Vice-President shall act in accordance with the provisions of this Constitution."
146,2004,Afghanistan,ARTICLE 61
147,2004,Afghanistan,"The President shall be elected by receiving more than fifty percent of votes cast by voters through free, general, secret and direct voting. The presidential term shall expire on 1st of Jawza of the fifth year after elections. Elections for the new President shall be held within thirty to sixty days prior to the end of the presidential term. If in the first round none of the candidates gets more than fifty percent of the votes, elections for the second round shall be held within two weeks from the date election results are proclaimed, and, in this round, only two candidates who have received the highest number of votes in the first round shall participate. In case one of the presidential candidates dies during the first or second round of voting or after elections, but prior to the declaration of results, re-election shall be held according to provisions of the law."
148,2004,Afghanistan,ARTICLE 62
149,2004,Afghanistan,The individual who becomes a presidential candidate shall have the following qualifications:
150,2004,Afghanistan,"1.Shall be a citizen of Afghanistan, Muslim, born of Afghan parents and shall not be a citizen of another country;"
151,2004,Afghanistan,2.Shall not be less than forty years old the day of candidacy;
152,2004,Afghanistan,"3.Shall not have been convicted of crimes against humanity, a criminal act or deprivation of civil rights by court."
153,2004,Afghanistan,No individual shall be elected for more than 2 terms as President. The provision of this Article shall also apply to Vice-Presidents.
154,2004,Afghanistan,ARTICLE 63
155,2004,Afghanistan,"Before assuming office, the President shall take, in accordance with special procedures set by law, the following oath of allegiance:"
156,2004,Afghanistan,"""In the name of God, Most Gracious, Most Merciful, I swear by the name of God Almighty that I shall obey and protect the Holy religion of Islam, respect and supervise the implementation of the Constitution as well as other laws, safeguard the independence, national sovereignty and territorial integrity of Afghanistan, and, in seeking God Almighty's help and support of the nation, shall exert my efforts towards the prosperity and progress of the people of Afghanistan."""
157,2004,Afghanistan,ARTICLE 64
158,2004,Afghanistan,The President shall have the following authorities and duties:
159,2004,Afghanistan,1.Supervise the implementation of the Constitution;
160,2004,Afghanistan,2.Determine the fundamental lines of the policy of the country with the approval of the National Assembly;
161,2004,Afghanistan,3.Being the Commander in Chief of the armed forces of Afghanistan;
162,2004,Afghanistan,4.Declare war and peace with the endorsement of the National Assembly;
163,2004,Afghanistan,5.Take necessary decisions to defend territorial integrity and preserve independence;
164,2004,Afghanistan,6.Dispatch armed forces units outside of Afghanistan with the endorsement of the National Assembly;
165,2004,Afghanistan,7.Convene the Loya Jirga except in the situation prescribed in Article 69 of this Constitution;
166,2004,Afghanistan,8.Proclaim as well as terminate the state of emergency with the endorsement of the National Assembly;
167,2004,Afghanistan,9.Inaugurate the sessions of National Assembly and Loya Jirga.
168,2004,Afghanistan,10.Accept the resignations of vice-presidents of the Republic;
169,2004,Afghanistan,"11.Appoint the Ministers, the Attorney General, the Head of the Central Bank, the National Security Director as well as the Head of the Red Cross with the endorsement of the House of People, and their dismissal and acceptance of resignation;"
170,2004,Afghanistan,12.Appoint the Justice of the Supreme Court as well as justices of the Supreme Court with the endorsement of the House of People;
171,2004,Afghanistan,"13.Appointing, retiring and accepting the resignation and dismissal of judges, officers of the armed forces, police, national security as well as high ranking officials according to the provisions of law;"
172,2004,Afghanistan,14.Appoint heads of political representatives of Afghanistan to foreign states as well as international organizations;
173,2004,Afghanistan,15.Accept credentials of foreign political representatives in Afghanistan;
174,2004,Afghanistan,16.Endorse laws as well as judicial decrees;
175,2004,Afghanistan,17.Issue credential letter for conclusion of international treaties in accordance with the provisions of the law;
176,2004,Afghanistan,18.Reduce and pardon penalties in accordance with the provisions of the law;
177,2004,Afghanistan,"19.Bestow medals, insignias as well as honorary titles in accordance with the provisions of the law;"
178,2004,Afghanistan,20.Establish commissions to improve the administration of the country in accordance with the provisions of the law;
179,2004,Afghanistan,21.Perform other authorities and duties enshrined in this Constitution.
180,2004,Afghanistan,ARTICLE 65
181,2004,Afghanistan,"On important national, political, social as well as economic issues the President can call for a referendum of the people of Afghanistan. The referendum shall not be contrary to the provisions of this Constitution or require its amendment."
182,2004,Afghanistan,ARTICLE 66
183,2004,Afghanistan,"The President shall take into consideration the supreme interests of the people of Afghanistan to enforce the authorities enshrined in this Constitution. The President shall not sell or bestow state properties without the provision of the law. During the term of office, the Presidential position shall not be used for linguistic, sectarian, tribal, and religious as well as party considerations."
184,2004,Afghanistan,ARTICLE 67
185,2004,Afghanistan,"In case of resignation, impeachment or death of the President, as well as an incurable illness impeding performance of duty, the First Vice-President shall assume authorities and duties of the President. The President shall personally tender resignation to the National Assembly. Affirmation of an incurable illness shall be verified by an authoritative medical team assigned by the Supreme Court. In such cases, elections for the new President shall be held within 3 months in accordance with Article 61 of the Constitution. The First Vice-President, in acting as interim President, shall not perform the following duties:"
186,2004,Afghanistan,1.Amend the Constitution;
187,2004,Afghanistan,2.Dismiss ministers;
188,2004,Afghanistan,3.Call a referendum.
189,2004,Afghanistan,"The Vice-Presidents can according to the provisions of this Constitution, nominate themselves as presidential candidates. In the absence of the President, the duties of the First Vice-President shall be determined by the President."
190,2004,Afghanistan,ARTICLE 68
191,2004,Afghanistan,"In case any of the Vice-Presidents resign or die, another person shall be appointed by the President with the endorsement of the House of the People. In case of simultaneous death of the President and the First Vice-President, the Second Vice-President, the President of the House of Elders, the President of the House of Representatives and the Foreign Minister shall succeed respectively and, in that order, and, according to Article 67 of this Constitution, shall assume the duties of the President."
192,2004,Afghanistan,ARTICLE 69
193,2004,Afghanistan,"The President shall be responsible to the nation as well as the House of People in accordance with the provisions of this Article. Accusations of crimes against humanity, national treason as well as a crime against the President shall be demanded by one-third of all members of the House of People. If this demand is approved by two-thirds of the House of People, the House of People shall convene the Loya Jirga within 1 month."
194,2004,Afghanistan,"If the Loya Jirga, by two-thirds majority, approves the accusation, the President shall be released from duty and the issue shall be referred to a special court, which shall be comprised of the President of the House of Elders, three members of the House of People, and three members of the Supreme Court appointed by the Loya Jirga. The case shall be presented by the individual appointed by the Loya Jirga. In such a situation the provisions of Article 67 of this Constitution shall be applied."
195,2004,Afghanistan,ARTICLE 70
196,2004,Afghanistan,"The salary and expenses of the President shall be regulated by law. The President, after completion of his term of service, except when dismissed, shall be entitled to financial benefits of the presidency for the rest of his life in accordance with the law."
197,2004,Afghanistan,CHAPTER IV. GOVERNMENT
198,2004,Afghanistan,ARTICLE 71
199,2004,Afghanistan,The Government shall be comprised of Ministers who work under the chairmanship of the President. The number of Ministers as well as their duties shall be regulated by law.
200,2004,Afghanistan,ARTICLE 72
201,2004,Afghanistan,The individual appointed as Minister shall have the following qualifications:
202,2004,Afghanistan,"1.Shall have only the citizenship of Afghanistan; if the ministerial candidate has the citizenship of another country as well, the House of People shall have the right to approve or reject the nomination;"
203,2004,Afghanistan,"2.Shall have higher education, work experience as well as a good reputation;"
204,2004,Afghanistan,3.Shall not be less than thirty 5 years of age;
205,2004,Afghanistan,"4.Shall not have been convicted of crimes against humanity, a criminal act or deprivation of civil rights by a court."
206,2004,Afghanistan,ARTICLE 73
207,2004,Afghanistan,"The Ministers shall be appointed from amongst members of the National Assembly or outside. If a member of the National Assembly is appointed as Minister, that individual loses membership in the National Assembly and instead, another individual shall be appointed in accordance with the provisions of the law."
208,2004,Afghanistan,ARTICLE 74
209,2004,Afghanistan,"Before assuming office, the Ministers shall take the following oath in the presence of the President:"
210,2004,Afghanistan,"""In the name of God, Most Gracious, Most Merciful, I swear in the name of God Almighty that I shall protect the Holy religion of Islam, respect the Constitution and other laws of Afghanistan, safeguard the rights of citizens as well as independence, territorial integrity and the national unity of the people of Afghanistan, and, in all my deeds consider the Almighty's presence, performing the entrusted duties honestly."""
211,2004,Afghanistan,ARTICLE 75
212,2004,Afghanistan,The Government shall have the following duties:
213,2004,Afghanistan,"1.Execute the provisions of this Constitution, other laws, as well as the final decisions of the courts;"
214,2004,Afghanistan,"2.Preserve the independence, defend the territorial integrity and safeguard the interests and prestige of Afghanistan in the international community;"
215,2004,Afghanistan,3.Maintain public law and order and eliminate every kind of administrative corruption;
216,2004,Afghanistan,"4.Prepare the budget, regulate financial conditions of the state as well as protect public wealth;"
217,2004,Afghanistan,"5.Devise and implement social, cultural, economic and technological development programs;"
218,2004,Afghanistan,"6.Report to the National Assembly, at the end of the fiscal year, about the tasks achieved as well as important programs for the new fiscal year;"
219,2004,Afghanistan,"7.Perform other duties that, in accordance with this Constitution and other laws, fall within the Government responsibilities."
220,2004,Afghanistan,ARTICLE 76
221,2004,Afghanistan,"To implement the fundamental lines of the policy of the country and regulate its duties, the government shall devise as well as approve regulations, which shall not be contrary to the body or spirit of any law."
222,2004,Afghanistan,ARTICLE 77
223,2004,Afghanistan,The Ministers shall perform their duties as heads of administrative units within the framework of this Constitution as well as other laws prescribe. The Ministers shall be responsible to the President and House of Representatives for their specified duties.
224,2004,Afghanistan,ARTICLE 78
225,2004,Afghanistan,"If a Minister is accused of crimes against humanity, national treason or other crimes, the case, in accordance with Article 134 of this Constitution, shall be submitted to a special court."
226,2004,Afghanistan,ARTICLE 79
227,2004,Afghanistan,"During the recess of the House of Representatives, the Government shall, in case of an immediate need, issue legislative decrees, except in matters related to budget and financial affairs. Legislative decrees, after endorsement by the President, shall acquire the force of law. Legislative decrees shall be presented to the National Assembly within thirty days of convening its first session, and if rejected by the National Assembly, they become void."
228,2004,Afghanistan,ARTICLE 80
229,2004,Afghanistan,"During their tour of duty, the Ministers shall not use their positions for linguistic, sectarian, tribal, religious or partisan purposes."
230,2004,Afghanistan,CHAPTER V. NATIONAL ASSEMBLY
231,2004,Afghanistan,ARTICLE 81
232,2004,Afghanistan,"The National Assembly of the Islamic Republic of Afghanistan, as the highest legislative organ, shall manifest the will of its people as well as represent the entire nation."
233,2004,Afghanistan,"Every member of the Assembly, when voting, shall judge according to the general interests as well as the supreme benefits of the people of Afghanistan."
234,2004,Afghanistan,ARTICLE 82
235,2004,Afghanistan,The National Assembly consists of two houses: House of People and House of Elders.
236,2004,Afghanistan,No individual shall be a member of both houses at the same time.
237,2004,Afghanistan,ARTICLE 83
238,2004,Afghanistan,"Members of the House of People shall be elected by the people through free, general, secret and direct balloting. The work period of the House of People shall terminate, after the disclosure of the results of the elections, on the 1st of Saratan of the fifth year and the new parliament shall commence work. The elections for members of the House of People shall be held 30-60 days prior to the expiration of the term of the House of People."
239,2004,Afghanistan,"The number of the members of the House of People shall be proportionate to the population of each constituency, not exceeding the maximum of 250 individuals. Electoral constituencies as well as other related issues shall be determined by the elections law. The elections law shall adopt measures to attain, through the electorate system, general and fair representation for all the people of the country, and proportionate to the population of every province, on average, at least two females shall be the elected members of the House of People from each province."
