sl,year,country,text
26,1920,Austria,"4. In the matters pertaining to holding the election of the Federal President, of elections for the general representative bodies and the European Parliament, the election of the mayor by those entitled to elect the municipal council, in the matters pertaining to holding referenda, plebiscites and public opinion polls on the basis of the federal constitution or the constitution of a Land, as well as in matters of the direct participation of those entitled to elect the municipal council in handling the matters of their own sphere of competence of the municipality, for the duration of a detention or arrest in the sense of the Federal Constitutional Act on the protection of personal liberty, Federal Law Gazette No. 684/1988, the last residences, outside the place of arrest or detention, or the last main residence, outside the place of arrest or detention, before the detention or arrest are deemed to be the residences resp. main residence of the person detained or arrested."
27,1920,Austria,ART 7
28,1920,Austria,"1. All nationals are equal before the law. Privileges based upon birth, sex, estate, class or religion are excluded. No one shall be discriminated against because of his disability. The Republic (Federation, Laender and municipalities) commits itself to ensuring the equal treatment of disabled and non-disabled persons in all spheres of everyday life."
29,1920,Austria,"2. The Federation, Laender and municipalities subscribe to the de-facto equality of men and women. Measures to promote factual equality of women and men, particularly by eliminating actually existing inequalities, are admissible."
30,1920,Austria,"3. Official designations can be applied in such a way as to indicate the sex of the officer holder. The same holds good for titles, academic degrees and descriptions of occupations."
31,1920,Austria,"4. Public employees, including members of the Federal Army, are guaranteed the unrestricted exercise of their political rights."
32,1920,Austria,ART 8
33,1920,Austria,1. German is the official language of the Republic without prejudice to the rights provided by Federal law for linguistic minorities.
34,1920,Austria,"2. The Republic (Federation, Laender and municipalities) subscribe to its linguistic and cultural multiplicity having grown, expressed in the autochthonous ethnic groups. Language and culture, existence and preservation of these ethnic groups are to be respected, safeguarded and to be supported."
35,1920,Austria,3. The Austrian sign language is recognized as independent language. Details are regulated by the laws.
36,1920,Austria,ART 8A
37,1920,Austria,"1. The colours of the Republic of Austria are red-white-red. The flag consists of three identically broad horizontal stripes of which the intermediate is white, the upper and the lower are red."
38,1920,Austria,"2. The coat of arms of the Republic of Austria (the Federal coat of arms) consists of an unfettered, single-headed, black, gilt-armed and red-tongued eagle on whose breast is imposed a red shield intersected by a silver crosspiece. On its head the eagle bears a mural crown with three visible merlons. A sundered iron chain rings both talons. The right holds a golden sickle with inward turned blade, the left a golden hammer."
39,1920,Austria,"3. Detailed provisions, in particular as to safeguard of the colours, the coat of arms, and the seal of the Republic, are settled by Federal law."
40,1920,Austria,ART 9
41,1920,Austria,1. The generally recognized rules of international law are regarded as integral parts of Federal law.
42,1920,Austria,2. By Law or state treaty having been approved according to Art 50 para 1 may transferred specific Federal competences to other states or intergovernmental organizations. The same way the activity of agents of foreign states or intergovernmental organizations inside Austria and the activity of Austrian agents abroad may be regulated as well as the transfer of single Federal competences of other states or intergovernmental organizations to Austrian agents be provided for. Within this frame it may be provided for that Austrian agents shall be subject to the authority of agents of other states or intergovernmental organizations or such be subject to the authority of Austrian agents.
43,1920,Austria,ART 9A
44,1920,Austria,"1. Austria subscribes to comprehensive national defence. Its task is to preserve the Federal territory's outside independence as well as its inviolability and its unity, especially as regards the maintenance and defence of permanent neutrality. In this connection, too, the constitutional establishments and their capacity to function as well as the democratic freedoms of residents are to be safeguarded and defended against acts of armed attack from outside."
45,1920,Austria,"2. Universal national defence comprises military, intellectual, civil and economic national defence."
46,1920,Austria,3. Every male national is liable to military service. Female nationals may render voluntary service in the Federal Army as soldiers and have the right to terminate such service.
47,1920,Austria,4. Conscientious objectors who refuse the fulfilment of compulsory military service and are exonerated therefrom must perform an alternative service (civilian service).
48,1920,Austria,ART 10
49,1920,Austria,1. The Federation has powers of legislation and execution in the following matters:
50,1920,Austria,"1.the Federal Constitution, in particular elections to the National Council, and popular petition, public referendum and public plebiscite as provided by the Federal Constitution; the Constitutional Court; the Administrative Court; with the exception of the organization of the administrative courts of the Laender:"
51,1920,Austria,1a.elections for the European parliament; European citizen action groups;
52,1920,Austria,"2.external affairs including political and economic representation with regard to other countries, in particular the conclusion of international treaties, notwithstanding Laender competence in accordance with Art 16 para 1; demarcation of frontiers; trade in goods and livestock with other countries; customs;"
53,1920,Austria,"3.regulation and control of entry into and exit from the Federal territory; immigration and emigration including the right of abode for humanitarian reasons; passports; residence prohibition, expulsion and deportation; asylum; extradition"
54,1920,Austria,"4.Federal finances, in particular taxes to be collected exclusively or in part on behalf of the Federation; monopolies;"
55,1920,Austria,"5.the monetary, credit, stock exchange and banking system; the weights and measures, standards and hallmark system;"
56,1920,Austria,"6.civil law affairs, including the rules relating to economic association but excluding regulations which render real property transactions, legal acquisition on death by individuals outside the circle of legal heirs not excepted, with aliens and transactions in built-up real property or such as is earmarked for development subject to restrictions by the administrative authorities; private endowment affairs; criminal law, excluding administrative penal law and administrative penal procedure in matters which fall within the autonomous sphere of competence of the Laender; administration of justice; establishments for the protection of society against criminal or otherwise dangerous elements; copyright; press affairs; expropriation in so far as it does not concern matters falling within the autonomous sphere of competence of the Laender; matters pertaining to notaries, lawyers, and related professions;"
57,1920,Austria,"7.the maintenance of peace, order and security including the extension of primary assistance in general, but excluding local public safety matters; the right of association and assembly; matters pertaining to personal status, including the registration of births, marriages and deaths, and change of name; aliens police and residence registration; matters pertaining to weapons, ammunition and explosives, and the use of fire­arms;"
58,1920,Austria,"8.matters pertaining to trade and industry; public advertising and commercial brokerage; restraint of unfair competition; antitrust law patent matters and the protection of designs, trade marks, and other commodity descriptions; matters pertaining to patent agents; matters pertaining to civil engineering; chambers of commerce, trade, and industry; establishment of professional associations in so far as they extend to the Federal territory as a whole, but with the exception of those in the field of agriculture and forestry;"
59,1920,Austria,"9.the traffic system relating to the railways, aviation and shipping in so far as the last of these does not fall under Art 11; motor traffic; matters, with exception of the highway police, which concern roads declared by Federal law as Federal highways on account of their importance for transit traffic; river and navigation police in so far as these do not fall under Art 11; the postal and telecommunications system; environmental compatibility evaluation for projects relating to these matters where material effects on the environment are to be anticipated;"
60,1920,Austria,"10.mining; forestry, including timber flotage; water rights; control and conservation of waters for the safe diversion of floods or for shipping and raft transport; regulation of torrents; construction and maintenance of waterways; regulation and standardization of electrical plants and establishments as well as safety measures in this field; provisions pertaining to electric power transmission in so far as the transmission extends over two or more Laender; matters pertaining to steam and other power-driven engines; surveying;"
61,1920,Austria,11.labour legislation in so far as it does not fall under Art 12; social and contractual insurance; legal provisions of social compensation; fostering money; chambers for workers and salaried employees with the exception of those relating to agriculture and forestry;
62,1920,Austria,"12.public health with the exception of burial and disposal of the dead and municipal sanitation and first aid services, but only sanitary supervision with respect to hospitals, nursing homes, health resorts and natural curative resources; measures to counter factors hazardous to the environment through the transgression of emission limits; clear air maintenance notwithstanding the competence of the Laender for heating installations; refuse disposal in respect of dangerous refuse, but in respect of other refuse only in so far as a need for the issue of uniform regulations exists; veterinary affairs; nutrition affairs, including foodstuffs inspection; regulation of commercial transactions in seed and plant commodities, in fodder and fertilizer as well as plant preservatives, and in plant safety appliances including their admission and, in the case of seed and plant commodities, likewise their acceptance;"
63,1920,Austria,13.archive and library services for the sciences and specialist purposes; matters pertaining to Federal collections and establishments serving the arts and sciences; matters pertaining to the Federal theatres with the exception of building affairs; the preservation of monuments; religious affairs; census as well as - allowing for the rights of the Laender to engage within their own territory in every kind of statistical activity ­ other statistics in so far as they do not serve the interests of one Land only; endowments and foundations when their purposes extend beyond a single Land's sphere of interests and they have hitherto not been autonomously administered by the Laender;
64,1920,Austria,14.organization and command of the Federal police; settlement of the conditions pertaining to the establishment and organization of other protective forces with the exception of the municipal constabularies; settlement of the conditions pertaining to the armament of the protective forces and their right to make use of their weapons.
65,1920,Austria,"15.military affairs; matters pertaining to civilian service; war damage; care of war graves; whatever measures seem necessary by reason or in consequence of war to ensure the uniform conduct of economic affairs, in particular with regard to the population's supply with essentials;"
66,1920,Austria,16.the establishment of Federal authorities and other Federal agencies; service code for and staff representation rights of Federal employees;
67,1920,Austria,17.population policy in so far as it concerns the grant of children's allowances and the creation of burden equalization on behalf of families;
68,1920,Austria,18.(Note: repealed by F.L.G. I No. 12/2012)
69,1920,Austria,"2. In Federal laws on the right of succession to undivided farm estate as well as in Federal laws promulgated in accordance with para 1 subpara 10 above Land legislatures can be empowered to issue implementing provisions with respect to individual provisions which must be specifically designated. The provisions of Art 15 para 6 shall be analogously applied to these Land laws. Execution of the implementing laws issued in such cases lies with the Federation, but the enabling ordinances, in so far as they relate to the implementing provisions of the Land law, need foregoing agreement with the Land government concerned."
70,1920,Austria,"3. The Federation must allow the Laender opportunity to present their views before its conclusion of treaties which within the meaning of Art 16 render necessary enabling measures or affect the autonomous sphere of competence of the Laender in another way. Is the Federation in possession of a uniform comment by the Laender, the Federation is bound thereby when concluding the state treaty. It may deviate therefrom only for compelling foreign policy reasons; the Federation must advise the Laender of these reasons without delay."
71,1920,Austria,4. (Note: Repealed by F.L.G. No. 1013/1994)
72,1920,Austria,5. (Note: Repealed by F.L.G. No. 1013/1994)
73,1920,Austria,6. (Note: Repealed by F.L.G. No. 1013/1994)
74,1920,Austria,ART 11
75,1920,Austria,"1. In the following matters legislation is the business of the Federation, execution that of the Laender:"
76,1920,Austria,1.nationality;
77,1920,Austria,"2.professional associations in so far as they do not fall under Art 10, but with the exception of those in the field of agriculture and forestry as well as in the field of alpine guidance and skiing instruction and in that of sport instruction falling within Laender autonomous competence;"
78,1920,Austria,3.social housing affairs except for the promotion of domestic dwelling construction and domestic rehabilitation;
79,1920,Austria,4.road police;
80,1920,Austria,5.sanitation;
81,1920,Austria,"6.inland shipping as regards shipping licences, shipping facilities and compulsory measures pertaining to such facilities in so far as it does not apply to the Danube, Lake Constance, Lake Neusiedl, and boundary stretches of other frontier waters; river and navigation police on inland waters with the exception of the Danube, Lake Constance, Lake Neusiedl, and boundary stretches of other frontier waters;"
82,1920,Austria,"7.Environmental impact assessment for projects relating to these matters where material effects on the environment are to be anticipated; in so far as a need for the issue of uniform regulations is considered to exist, the approval of such projects."
83,1920,Austria,"8.Animal protection, to the extent not being in the competence of Federal legislation according to other regulations, with the exception of the exercise of hunting or fishing."
84,1920,Austria,"2. In so far as a need for the issue of uniform regulations is considered to exist, the administrative procedure, the general provisions of administrative penal law, the administrative penal procedure and the administrative execution also in matters where legislation lies with the Laender, are prescribed by Federal law; divergent regulations can be made in Federal or Laender laws settling the individual spheres of administration only when they are requisite for regularization of the matter in hand."
85,1920,Austria,"3. Enabling ordinances to the Federal laws promulgated in accordance with paras 1 and 2 above shall be issued, save as otherwise provided in these laws, by the Federation. The manner of publication for enabling ordinances whose issue by the Laender in matters concerning para 1, subparas 4 and 6 above is empowered by Federal law can be prescribed by Federal law."
86,1920,Austria,"4. The application of the laws promulgated pursuant to para 2 and the enabling ordinances issued hereto lies with the Federation or the Laender, depending on whether the business which forms the subject of the procedure is a matter for execution by the Federation or the Laender."
87,1920,Austria,5. Federal laws can lay down uniform output limits for atmospheric pollutants in so far as a need for the issue of uniform regulations exists. These may not be exceeded in the Federal and Land regulations prescribed for the individual sectors of the administration.
88,1920,Austria,"6. In so far as a need for the issue of uniform regulations is considered to exist, Federal law shall likewise prescribe the citizens´ participation procedure for projects to be governed by Federal law, the participation in the administrative procedures subsequent to a citizens' participation procedure, and consideration of the results of the citizens' participation procedure at the time of the issue of the requisite permissions for the projects in question as well as the approval of the projects specified in Art 10 para 1 subpara 9. In respect of the execution of these regulations para 4 applies."
89,1920,Austria,7. In the matters specified in para 1 subpara 7 and 8 the following powers are vested in the Federal Government and in the individual Federal ministries as against a Land Government:
90,1920,Austria,1.the power to inspect via Federal agencies documents of the Land authorities;
91,1920,Austria,2.the power to demand the transmission of reports respecting the execution of laws and ordinances issued by the Federation;
92,1920,Austria,3.the power to demand for the preparation of the issue of laws and ordinances by the Federation all information necessary respecting execution;
93,1920,Austria,4.the power in certain instances to demand information and the presentation of documents in so far as this is necessary for the exercise of other powers.
94,1920,Austria,ART 12
95,1920,Austria,"1. In the following matters legislation as regards principles is the business of the Federation, the issue of implementing laws and execution the business of the Laender:"
96,1920,Austria,"1.social welfare; population policy in so far as it does not fall under Art 10; public social and welfare establishments; maternity, infant and adolescent welfare; hospitals and nursing homes; requirements to be imposed for health reasons on health resorts, sanatoria, and health establishments; natural curative resources;"
97,1920,Austria,2.public institutions for the adjustment of disputes out of court;
98,1920,Austria,"3.land reform, in particular land consolidation measures and resettlement;"
99,1920,Austria,4.the protection of plants against diseases and pests;
100,1920,Austria,5.matters pertaining to electric power in so far as they do not fall under Art 10;
101,1920,Austria,6.labour legislation and the protection of workers and employees in so far as it is a matter of workers and employees engaged in agriculture and forestry.
102,1920,Austria,2. Fundamental laws and fundamental provisions in Federal legislation shall be expressly specified as such.
103,1920,Austria,ART 13
104,1920,Austria,"1. The competences of the Federation and the Laender in the field of taxation will be prescribed in a special Federal constitutional law (""Constitutional Finance Law"")."
105,1920,Austria,"2. The Federation, the Laender, and the municipalities must aim at the securement of an overall balance and sustainable balanced budgets in the conduct of their economic affairs. They have to coordinate their budgeting with regard to these goals."
106,1920,Austria,"3. Federation, Laender and municipalities have to aim at the equal status of women and men in the budgeting."
107,1920,Austria,ART 14
108,1920,Austria,"1. Save as provided otherwise in the following paragraphs, legislation and execution in the field of schooling and in the field of education in matters pertaining to pupil and student hostels are the business of the Federation. The matters settled in Art 14a do not belong to schooling and education within the meaning of this Article."
109,1920,Austria,"2. Save as provided otherwise by para 4 subpara a below, legislation is the business of the Federation, execution the business of the Laender in matters pertaining to the service code for and staff representation rights of teachers at public compulsory schools. Such Federal laws can empower Land legislatures to issue implementing provisions to individual provisions which shall be precisely specified; in these instances the provisions of Art 15 para 6 apply analogously. The enabling ordinances in respect of such Federation laws, save as provided otherwise herein, shall be issued by the Federation."
110,1920,Austria,"3. In the following matters legislation as regards principles is the business of the Federation, the issue of implementing laws and execution the business of the Laender:"
111,1920,Austria,"a.composition and disposition, including their members' appointment and remuneration, of the boards to be constituted as part of the Federal school authorities;"
112,1920,Austria,"b.framework organization (structure, organizational forms, establishment, maintenance, dissolution, local districts, sizes of classes and instruction periods) of public compulsory schools;"
113,1920,Austria,c.framework organization of publicly maintained student hostels provided exclusively or mainly for pupils of compulsory schools;
114,1920,Austria,"d.professional employment qualifications for kindergarten teachers and educational assistants to be employed by the Laender, municipalities, or municipal associations at the centres and student hostels provided exclusively or mainly for pupils of compulsory schools."
115,1920,Austria,4. In the following matters legislation and execution is the business of the Laender:
116,1920,Austria,"a.competence of authorities, on the basis of laws promulgated pursuant to para 2 above, to exercise the service prerogative over teachers at public compulsory schools; the Laender laws shall provide that the Federal school authorities must participate in appointments, other selections for service positions, and awards as well as in eligibility and disciplinary proceedings. The participation in appointments, other selections for service positions, and awards shall at all events comprise a right of nomination on the part of the primary level Federal school authority; in the laws of the Land can be established that the service prerogative over teachers for public compulsory schools is fulfilled by the respective school agency of the Federation, which is bound by instructions of the Land government."
117,1920,Austria,b.the kindergarten system and the day-homes system.
118,1920,Austria,"5. In the following matters legislation and execution are, in deviation from the provisions of paras 2 to 4 above, the business of the Federation:"
119,1920,Austria,"a.public practice schools, demonstration kindergartens, demonstration day-homes and demonstration student hostels attached to a public school for the purpose of practical instruction as provided by the curriculum;"
120,1920,Austria,b.publicly maintained student hostels intended exclusively or mainly for pupils of the practice schools mentioned in subpara a above;
121,1920,Austria,"c.the service code for and staff representation rights of teachers, educational assistants and kindergarten teachers at the public institutions mentioned in subparas a and b above."
122,1920,Austria,"5a. Democracy, Humanity, solidarity, peace and justice as well as openness and tolerance towards people are the elementary values of the school, based on which it secures for the whole population, independent from origin, social situation and financial background a maximum of educational level, permanently safeguarding and developing optimal quality. In a partnership-like cooperation between pupils, parents and teachers, children and juveniles are to be allowed the optimal intellectual, mental and physical development to let them become healthy, self-confident, happy, performance-oriented, dutiful, talented and creative humans capable to take over responsibility for themselves, fellow human beings, environment and following generations, oriented in social, religious and moral values. Any juvenile shall in accordance with his development and educational course be led to independent judgement and social understanding, be open to political, religious and ideological thinking of others and become capable to participate in the cultural and economic life of Austria, Europe and the world and participate in the common tasks of mankind, in love for freedom and peace."
123,1920,Austria,"6. Schools are institutions in which pupils shall be educated together according to a comprehensive fixed curriculum and in which, in connection with the imparting of knowledge and skills, a comprehensive educational goal is strived for. Public schools are those schools which are established and maintained by authorities so required by law. The Federation is the authority so required by law in so far as legislation and execution in matters pertaining to the establishment, maintenance and dissolution of public schools are the business of the Federation. The Land or, according to the Laender statutory provisions, the municipality or a municipal association is the authority so required by law in so far as legislation or implementing legislation and execution in matters pertaining to establishment, maintenance and dissolution of public schools are the business of the Land. Admission to public school is open to all without distinction of birth, sex, race, estate, class, language and religion, and in other respects within the limits of the statutory requirements. The same applies analogously to kindergartens, day homes and student hostels."
124,1920,Austria,"6a. Legislation has to provide a differentiated school system which is organized according to the educational program at least in general educational and vocational schools and according to the level of education in primary and secondary schools, in which further adequate distinguishing shall be provided for the secondary schools."
125,1920,Austria,7. Private schools are other than public schools; they shall be accorded public status according to the statutory provisions.
126,1920,Austria,7a. The compulsory school attendance is at least nine years and also compulsory vocational school attendance exists.
127,1920,Austria,"8. The Federation is entitled, in matters which in accordance with paras 2 and 3 appertain to the execution by the Laender, to obtain information about adherence to the laws and ordinances issued on the basis of these paragraphs and can for this purpose delegate officials to the schools and student hostels. Should shortcomings be observed, the Governor can be instructed (Art 20 para 1) to redress the shortcomings within an appropriate deadline. The Governor must see to the redress of the shortcomings according to the statutory provisions and, to effect the execution of such instructions, is bound also to employ the means at his disposal in his capacity as an authority acting on behalf of the Land in its autonomous sphere of competence."
128,1920,Austria,"9. The general rules in Arts. 10 and 21 as to the distribution of competences for legislation and execution regarding conditions of service with the Federation, the Laender, the municipalities and the municipal associations apply in respect of the service code for teachers, educational assistants and kindergarten teachers, save as provided otherwise by the preceding paragraphs. The same applies to the staff representation rights of teachers, educational assistants, and kindergarten teachers."
129,1920,Austria,"10. In matters pertaining to the free attendance of schools, and the relationship between school and the Churches (religious societies) including religious instruction at school, the National Council, in so far as matters pertaining to universities and colleges are not concerned, can vote Federal legislation only in the presence of at least half the members and by a two thirds majority of the votes cast. The same applies if the principles of para 6a shall be left aside and to the ratification of state treaties negotiated in the matters mentioned above and which fall into the category specified in Art 50."
130,1920,Austria,"11. (Note: Repealed by Art I subpara 2 BVG, F. L. G. No. 316/1975)"
131,1920,Austria,ART 14A
132,1920,Austria,"1. Save as provided otherwise in the following paragraphs, legislation and execution are the business of the Laender with regard to agricultural and forestry schooling as well as with regard to agricultural and forestry education in matters pertaining to student hostels and in matters pertaining to the service code for and staff representation rights of teachers and educational assistants at the schools and student hostels falling under this Article. Matters pertaining to college and university training do not fall under agricultural and forestry schooling."
133,1920,Austria,2. Legislation and execution is the business of the Federation in the following matters:
134,1920,Austria,a.secondary agricultural and forestry schools and schools for the training and supplementary training of teachers at agricultural and forestry schools;
135,1920,Austria,b.technical colleges for the training of forestry employees;
136,1920,Austria,c.public agricultural and forestry technical colleges linked organizationally to one of the public schools mentioned in subparas a and b above or to a Federal agricultural and forestry research institute to ensure provision of the demonstrations scheduled in the curricula;
137,1920,Austria,d.student hostels exclusively or mainly designated for pupils of the schools mentioned in subparas a to c above;
138,1920,Austria,e.service code for and staff representational rights of the teachers and educational assistants in the establishments mentioned in subparas a to d above;
139,1920,Austria,f.subsidies for staff expenditure of the denominational agricultural and forestry schools;
140,1920,Austria,g.Federal agricultural and forestry institutes linked organizationally to an agricultural and forestry school supported by the Federation to ensure provision of the demonstrations scheduled in the curricula of these schools.
141,1920,Austria,"3. Save as it concerns matters mentioned in para 2 above, legislation is the business of the Federation, execution the business of the Laender in matters of"
142,1920,Austria,a.religious instruction;
143,1920,Austria,"b.the service code for and staff representation rights of teachers at public agricultural and forestry vocational schools and technical colleges and of educational assistants at publicly maintained student hostels exclusively or mainly designated for pupils of these schools, excepting however matters of official competence for the exercise of the service prerogative over these teachers and educational assistants."
144,1920,Austria,"Land legislatures can be authorized in Federal laws promulgated by reason of the provisions under subpara b above to issue implementing provisions for individual regulations which shall be precisely specified; in this connection the provisions of Art 15 para 6 apply analogously. Enabling ordinances for the Federal laws shall, save as otherwise provided there, be issued by the Federation."
145,1920,Austria,"4. Legislation as regards principles is the business of the Federation, the issue of implementing laws and execution is the business of the Laender"
146,1920,Austria,"a.as regards the agricultural and forestry vocational schools in matters pertaining to definitions of the instructional objective, the obligatory subjects, and free tuition as well as in matters pertaining to compulsory schooling and the transfer from the school in one Land to the school in another Land;"
147,1920,Austria,"b.as regards the agricultural and forestry technical colleges in matters pertaining to the definition of admission prerequisites, instructional objective, organizational forms, extent of the teaching and obligatory subjects, free tuition, and the transfer from the school in one Land to the school in another Land;"
148,1920,Austria,c.in matters pertaining to the public status of private agricultural and forestry vocational schools and training colleges with the exception of schools falling under para 2 subpara b above;
149,1920,Austria,d.as regards the organization and competence of advisory boards who in the matters pertaining to para 1 above participate in the execution by the Laender.
150,1920,Austria,5. The establishment of the agricultural and forestry technical colleges and research institutes specified under para 2 subparas c and g above is only admissible if the Land government of the Land in which the vocational school resp. technical college is to have its location has agreed to the establishment. This agreement is not requisite if the establishment concerns an agricultural and forestry school which is to be organizationally linked to a school for the training and supplementary training of teachers and agricultural and forestry schools to ensure provision of the demonstrations scheduled in their curricula.
151,1920,Austria,6. It lies within the competence of the Federation to see to the observance of the regulations issued by it in matters whose execution in accordance with paras 3 and 4 appertains to the Laender.
152,1920,Austria,"7. The provisions of Art 14 paras Abs. 5a, 6, 6a, 7, 7a and 9 analogously also hold good for the spheres specified"
153,1920,Austria,8. Art 14 para 10 holds good analogously.
154,1920,Austria,ART 14B
155,1920,Austria,"1. Legislation as regards matters of public tendering, to the extent not being subject to para 3, is the business of the Federation."
156,1920,Austria,2. The execution in the matters of para 1 is
157,1920,Austria,1.Business of the Federation regarding
158,1920,Austria,a.the award of contracts by the Federation;
159,1920,Austria,"b.the award of contracts by endowments, funds and institutions in the sense of Art 126b para 1;"
160,1920,Austria,"c.the award of contracts by enterprises in the sense of Arts. 126b para 2, if the financial share or the influence of the Federation caused by other financial or other economic or organizational measures, is at least equal to the financial share or the influence of the Laender;"
161,1920,Austria,d.the award of contracts by self-governing bodies corporate established by Federal law;
162,1920,Austria,e.the award of contracts by legal entities not mentioned in lit. a to d and subpara 2 lit. a to d;
163,1920,Austria,"aa.financed by the Federation, if the financial contribution of the Federation is at least equal to the one of the Laender;"
164,1920,Austria,"bb.which regarding the management are subject to the control by the Federation, to the extent the award is not subject to sublit. aa or subpara 2 lit. e sublit. aa;"
165,1920,Austria,"cc.whose administrative-, managing- or supervising bodies consist of members having been appointed by the Federation, if the Federation has appointed at least an equal number of members like the Laender, to the extent the award is not subject to sublit. aa or bb or subpara 2 lit. e sublit. aa or bb;"
166,1920,Austria,"f.the joint award of contracts by the Federation and the Laender, to the extent not being subject to subpara 1 lit. f as well as the joint award of contracts by several Laender."
167,1920,Austria,g.the award of contracts by legal entities not being named in lit a to f and subpara 2;
168,1920,Austria,2.the business of the Laender regarding
169,1920,Austria,"a.the award of contracts by the Land, the municipalities and associations of municipalities;"
170,1920,Austria,"b.the award of contracts by endowments, funds and institution in the sense of Art 127 para 1 and of Art 127 a para 1 and 8;"
171,1920,Austria,"c.the award of contracts by enterprises in the sense of Art 126b para 2, to the extend it is not subject to subpara 1 lit c, as well as the award of contracts by enterprises in the sense of Art 127 para 3 and of Art 127a para 3 and 8;"
172,1920,Austria,d.the award of contracts by self-governing legal entities created by Laender law;
173,1920,Austria,e.the award of contracts by legal entities not being named in subpara 1 lit. a to d and lit. a to d;
174,1920,Austria,"aa.being financed by the Land alone or jointly with the Federation or other Laender, to the extent not being subject to subpara 1 lit. e sublit. aa;"
175,1920,Austria,"bb.which regarding its management are subject to the control by the Land, to the extent the award is not subject to subpara 1 lit. e sublit. aa or bb or sublit. aa;"
176,1920,Austria,"cc.whose administrative-, managing- or supervisory bodies consist of members having been appointed by the Land to the extent, not being subject to subpara 1 lit. e sublit. aa to cc or sublit. aa or bb;"
177,1920,Austria,"f.the joint award of contracts by the Federation and the Laender, to the extent not being subject to subpara 1 lit. f as well as the joint award of contracts by several Laender."
178,1920,Austria,"Municipalities, without regard to the number of its inhabitants, are deemed to be legal entities which in the sense of subpara 1 lit. b and c and of subpara 2 lit. b and c are subject to the jurisdiction of the public audit office. In the frame of subpara 1 lit. b, c, e and f tenderees in the sense of subpara 1 shall be allocated to the Federation and tenderees in the sense of subpara 2 to the respective Land. If according to subpara 2 lit. c, e or f several Laender are involved, the competence for the execution depends on the preponderance of the criterium which is or according to the respective litera (sublitera) of subpara 1 would be relevant for the delimitation of the competence for execution of the Federation from the one of the Laender, then from the seat of the tenderee, then from the focal location of the business activity of tenderee, then from the seat (main residence) of the awarding institution; if, however, the competence can thus not be determined, the participating Land is competent which at the time of the institution of the award procedure is or has most recently been chairing the Federal Council."
179,1920,Austria,3. Business of the Laender is the legislation and execution in the matters of review in the frame of awarding of contracts by tenderees in the sense of para 2 subpara 2.
180,1920,Austria,"4. The Federation has to grant the Laender opportunity to participate in the preparation of draft bills in the matters of para 1. Federal laws under para 1 to be promulgated, governing matters whose execution is business of the Laender, may only be published upon approval of the Laender."
181,1920,Austria,"5. Execution ordinances to Federal laws under para 1 promulgated are to be issued by the Federation, to the extent these laws do not provide otherwise. Para 4 and Art 42a are to be applied accordingly to such execution ordinances."
182,1920,Austria,6. (Note: Repealed by F.L.G. I No. 51/2012)
183,1920,Austria,ART 15
184,1920,Austria,"1. In so far as a matter is not expressly assigned by the Federal Constitution to the Federation for legislation or also execution, it remains within the Laender's autonomous sphere of competence."
