sl,year,country,text
27,1999,Nigeria,"3.The power of the National Assembly to make laws for the peace, order and good government of the Federation with respect to any matter included in the Exclusive Legislative List shall, save as otherwise provided in this Constitution, be to the exclusion of the Houses of Assembly of States."
28,1999,Nigeria,"4.In addition and without prejudice to the powers conferred by subsection (2) of this section, the National Assembly shall have power to make laws with respect to the following matters, that is to say:-"
29,1999,Nigeria,a.any matter in the Concurrent Legislative List set out in the first column of Part II of the Second Schedule to this Constitution to the extent prescribed in the second column opposite thereto; and
30,1999,Nigeria,b.any other matter with respect to which it is empowered to make laws in accordance with the provisions of this Constitution.
31,1999,Nigeria,"5.If any Law enacted by the House of Assembly of a State is inconsistent with any law validly made by the National Assembly, the law made by the National Assembly shall prevail, and that other Law shall, to the extent of the inconsistency, be void."
32,1999,Nigeria,6.The legislative powers of a State of the Federation shall be vested in the House of Assembly of the State.
33,1999,Nigeria,"7.The House of Assembly of a State shall have power to make laws for the peace, order and good government of the State or any part thereof with respect to the following matters, that is to say:-"
34,1999,Nigeria,a.any matter not included in the Exclusive Legislative List set out in Part I of the Second Schedule to this Constitution;
35,1999,Nigeria,b.any matter included in the Concurrent Legislative List set out in the first column of Part II of the Second Schedule to this Constitution to the extent prescribed in the second column opposite thereto; and
36,1999,Nigeria,c.any other matter with respect to which it is empowered to make laws in accordance with the provisions of this Constitution.
37,1999,Nigeria,"8.Save as otherwise provided by this Constitution, the exercise of legislative powers by the National Assembly or by a House of Assembly shall be subject to the jurisdiction of courts of law and of judicial tribunals established by law, and accordingly, the National Assembly or a House of Assembly shall not enact any law, that ousts or purports to oust the jurisdiction of a court of law or of a judicial tribunal established by law."
38,1999,Nigeria,"9.Notwithstanding the foregoing provisions of this section, the National Assembly or a House of Assembly shall not, in relation to any criminal offence whatsoever, have power to make any law which shall have retrospective effect."
39,1999,Nigeria,5
40,1999,Nigeria,"1.Subject to the provisions of this Constitution, the executive powers of the Federation:"
41,1999,Nigeria,"a.shall be vested in the President and may, subject as aforesaid and to the provisions of any law made by the National Assembly, be exercised by him either directly or through the Vice-President and Ministers of the Government of the Federation or officers in the public service of the Federation; and"
42,1999,Nigeria,"b.shall extend to the execution and maintenance of this Constitution, all laws made by the National Assembly and to all matters with respect to which the National Assembly has, for the time being, power to make laws."
43,1999,Nigeria,"2.Subject to the provisions of this Constitution, the executive powers of a State:"
44,1999,Nigeria,"a.shall be vested in the Governor of that State and may, subject as aforesaid and to the provisions of any Law made by a House of Assembly, be exercised by him either directly or through the Deputy Governor and Commissioners of the Government of that State or officers in the public service of the State; and"
45,1999,Nigeria,"b.shall extend to the execution and maintenance of this Constitution, all laws made by the House of Assembly of the State and to all matters with respect to which the House of Assembly has for the time being power to make laws."
46,1999,Nigeria,3.The executive powers vested in a State under subsection (2) of this section shall be so exercised as not to:-
47,1999,Nigeria,a.impede or prejudice the exercise of the executive powers of the Federation;
48,1999,Nigeria,b.endanger any asset or investment of the Government of the Federation in that State; or
49,1999,Nigeria,c.endanger the continuance of a Federal Government in Nigeria.
50,1999,Nigeria,4.Notwithstanding the foregoing provisions of this section:-
51,1999,Nigeria,"a.the President shall not declare a state of war between the Federation and another country except with the sanction of a resolution of both Houses of the National Assembly, sitting in a joint session; and"
52,1999,Nigeria,"b.except with the prior approval of the Senate, no member of the armed forces of the Federation shall be deployed on combat duty outside Nigeria."
53,1999,Nigeria,"5.Notwithstanding the provisions of subsection (4) of this section, the President, in consultation with the National Defence Council, may deploy members of the armed forces of the Federation on a limited combat duty outside Nigeria if he is satisfied that the national security is under imminent threat or danger:"
54,1999,Nigeria,"Provided that the President shall, within seven days of actual combat engagement, seek the consent of the Senate and the Senate shall thereafter give or refuse the said consent within 14 days."
55,1999,Nigeria,6
56,1999,Nigeria,"1.The judicial powers of the Federation shall be vested in the courts to which this section relates, being courts established for the Federation."
57,1999,Nigeria,"2.The judicial powers of a State shall be vested in the courts to which this section relates, being courts established, subject as provided by this Constitution, for a State."
58,1999,Nigeria,"3.The courts to which this section relates, established by this Constitution for the Federation and for the States, specified in subsection (5) (a) to (1) of this section, shall be the only superior courts of record in Nigeria; and save as otherwise prescribed by the National Assembly or by the House of Assembly of a State, each court shall have all the powers of a superior court of record."
59,1999,Nigeria,4.Nothing in the foregoing provisions of this section shall be construed as precluding:-
60,1999,Nigeria,"a.the National Assembly or any House of Assembly from establishing courts, other than those to which this section relates, with subordinate jurisdiction to that of a High Court;"
61,1999,Nigeria,"b.the National Assembly or any House of Assembly, which does not require it, from abolishing any court which it has power to establish or which it has brought into being."
62,1999,Nigeria,5.This section relates to:-
63,1999,Nigeria,a.the Supreme Court of Nigeria;
64,1999,Nigeria,b.the Court of Appeal;
65,1999,Nigeria,c.the Federal High Court;
66,1999,Nigeria,cc.the National Industrial Court;
67,1999,Nigeria,"d.the High Court of the Federal Capital Territory, Abuja;"
68,1999,Nigeria,e.a High Court of a State;
69,1999,Nigeria,"f.the Sharia Court of Appeal of the Federal Capital Territory, Abuja;"
70,1999,Nigeria,g.a Sharia Court of Appeal of a State;
71,1999,Nigeria,"h.the Customary Court of Appeal of the Federal Capital Territory, Abuja;"
72,1999,Nigeria,i.a Customary Court of Appeal of a State;
73,1999,Nigeria,j.such other courts as may be authorised by law to exercise jurisdiction on matters with respect to which the National Assembly may make laws; and
74,1999,Nigeria,k.such other court as may be authorised by law to exercise jurisdiction at first instance or on appeal on matters with respect to which a House of Assembly may make laws.
75,1999,Nigeria,6.The judicial powers vested in accordance with the foregoing provisions of this section-
76,1999,Nigeria,"a.shall extend, notwithstanding anything to the contrary in this constitution, to all inherent powers and sanctions of a court of law;"
77,1999,Nigeria,"b.shall extend, to all matters between persons, or between government or authority and to any persons in Nigeria, and to all actions and proceedings relating thereto, for the determination of any question as to the civil rights and obligations of that person;"
78,1999,Nigeria,"c.shall not except as otherwise provided by this Constitution, extend to any issue or question as to whether any act of omission by any authority or person or as to whether any law or any judicial decision is in conformity with the Fundamental Objectives and Directive Principles of State Policy set out in Chapter II of this Constitution;"
79,1999,Nigeria,"d.shall not, as from date when this section comes into force, extend to any action or proceedings relating to any existing law made on or after 15th January, 1966 for determining any issue or question as to the competence of any authority or person to make any such law."
80,1999,Nigeria,7
81,1999,Nigeria,"1.The system of local government by democratically elected local government councils is under this Constitution guaranteed; and accordingly, the Government of every State shall, subject to section 8 of this Constitution, ensure their existence under a Law which provides for the establishment, structure, composition, finance and functions of such councils."
82,1999,Nigeria,2.The person authorised by law to prescribe the area over which a local government council may exercise authority shall-
83,1999,Nigeria,a.define such area as clearly as practicable; and
84,1999,Nigeria,"b.ensure, to the extent to which it may be reasonably justifiable that in defining such area regard is paid to-"
85,1999,Nigeria,i.the common interest of the community in the area;
86,1999,Nigeria,ii.traditional association of the community; and
87,1999,Nigeria,iii.administrative convenience.
88,1999,Nigeria,3.It shall be the duty of a local government council within the State to participate in economic planning and development of the area referred to in subsection (2) of this section and to this end an economic planning board shall be established by a Law enacted by the House of Assembly of the State.
89,1999,Nigeria,4.The Government of a State shall ensure that every person who is entitled to vote or be voted for at an election to House of Assembly shall have the right to vote or be voted for at an election to a local government council.
90,1999,Nigeria,5.The functions to be conferred by Law upon local government council shall include those set out in the Fourth Schedule to this Constitution.
91,1999,Nigeria,6.Subject to the provisions of this Constitution-
92,1999,Nigeria,a.the National Assembly shall make provisions for statutory allocation of public revenue to local government councils in the Federation; and
93,1999,Nigeria,b.the House of Assembly of a State shall make provisions for statutory allocation of public revenue to local government councils within the State.
94,1999,Nigeria,8
95,1999,Nigeria,1.An Act of the National Assembly for the purpose of creating a new State shall only be passed if-
96,1999,Nigeria,"a.a request, supported by at least two-thirds majority of members (representing the area demanding the creation of the new State) in each of the following, namely-"
97,1999,Nigeria,"i.the Senate and the House of Representatives,"
98,1999,Nigeria,"ii.the House of Assembly in respect of the area, and"
99,1999,Nigeria,"iii.the local government councils in respect of the area,"
100,1999,Nigeria,is received by the National Assembly;
101,1999,Nigeria,b.a proposal for the creation of the State is thereafter approved in a referendum by at least two-thirds majority of the people of the area where the demand for creation of the State originated;
102,1999,Nigeria,c.the result of the referendum is then approved by a simple majority of all the States of the Federation supported by a simple majority of members of the Houses of Assembly; and
103,1999,Nigeria,d.the proposal is approved by a resolution passed by two-thirds majority of members of each House of the National Assembly.
104,1999,Nigeria,2.An Act of the National Assembly for the purpose of boundary adjustment of any existing State shall only be passed if-
105,1999,Nigeria,"a.a request for the boundary adjustment, supported by two-thirds majority of members (representing the area demanding and the area affected by the boundary adjustment) in each of the following, namely-"
106,1999,Nigeria,"i.the Senate and the House of Representatives,"
107,1999,Nigeria,"ii.the House of Assembly in respect of the area, and"
108,1999,Nigeria,"iii.the local government councils in respect of the area,"
109,1999,Nigeria,is received by the National Assembly; and
110,1999,Nigeria,b.a proposal for the boundary adjustment is approved by-
111,1999,Nigeria,"i.a simple majority of members of each House of the National Assembly, and"
112,1999,Nigeria,ii.a simple majority of members of the House of Assembly in respect of the area concerned.
113,1999,Nigeria,3.A bill for a Law of a House of Assembly for the purpose of creating a new local government area shall only be passed if-
114,1999,Nigeria,"a.a request supported by at least two-thirds majority of members (representing the area demanding the creation of the new local government area) in each of the following, namely-"
115,1999,Nigeria,"i.the House of Assembly in respect of the area, and"
116,1999,Nigeria,"ii.the local government councils in respect of the area,"
117,1999,Nigeria,is received by the House of Assembly;
118,1999,Nigeria,b.a proposal for the creation of the local government area is thereafter approved in a referendum by at least two-thirds majority of the people of the local government area where the demand for the proposed local government area originated;
119,1999,Nigeria,c.the result of the referendum is then approved by a simple majority of the members in each local government council in a majority of all the local government councils in the State; and
120,1999,Nigeria,d.the result of the referendum is approved by a resolution passed by two-thirds majority of members of the House of Assembly.
121,1999,Nigeria,4.A bill for a Law of House of Assembly for the purpose of boundary adjustment of any existing local government area shall only be passed if-
122,1999,Nigeria,"a.a request for the boundary adjustment is supported by two-thirds majority of members (representing the area demanding and the area affected by the boundary adjustment) in each of the following, namely-"
123,1999,Nigeria,"i.the House of Assembly in respect of the area, and"
124,1999,Nigeria,"ii.the local government council in respect of the area,"
125,1999,Nigeria,is received by the House of Assembly; and
126,1999,Nigeria,b.a proposal for the boundary adjustment is approved by a simple majority of members of the House of Assembly in respect of the area concerned.
127,1999,Nigeria,5.An Act of the National Assembly passed in accordance with this section shall make consequential provisions with respect to the names and headquarters of State or Local government areas as provided in section 3 of this Constitution and in Parts I and II of the First Schedule to this Constitution.
128,1999,Nigeria,"6.For the purpose of enabling the National Assembly to exercise the powers conferred upon it by subsection (5) of this section, each House of Assembly shall, after the creation of more local government areas pursuant to subsection (3) of this section, make adequate returns to each House of the National Assembly."
129,1999,Nigeria,9
130,1999,Nigeria,"1.The National Assembly may, subject to the provision of this section, alter any of the provisions of this Constitution."
131,1999,Nigeria,"2.An Act of the National Assembly for the alteration of this Constitution, not being an Act to which section 8 of this Constitution applies, shall not be passed in either House of the National Assembly unless the proposal is supported by the votes of not less than two-thirds majority of all the members of that House and approved by resolution of the Houses of Assembly of not less than two-thirds of all the States."
132,1999,Nigeria,"3.An Act of the National Assembly for the purpose of altering the provisions of this section, section 8 or Chapter IV of this Constitution shall not be passed by either House of the National Assembly unless the proposal is approved by the votes of not less than four-fifths majority of all the members of each House, and also approved by resolution of the House of Assembly of not less than two-third of all States."
133,1999,Nigeria,"4.For the purposes of section 8 of this Constitution and of subsections (2) and (3) of this section, the number of members of each House of the National Assembly shall, notwithstanding any vacancy, be deemed to be the number of members specified in sections 48 and 49 of this Constitution."
134,1999,Nigeria,10. The Government of the Federation or of a State shall not adopt any religion as State Religion.
135,1999,Nigeria,11
136,1999,Nigeria,"1.The National Assembly may make laws for the Federation or any part therefore with respect to the maintenance and securing of public safety and public order and providing, maintaining and securing of such supplies and service as may be designed by the National Assembly as essential supplies and services."
137,1999,Nigeria,"2.Nothing in this section shall preclude a House of Assembly from making laws with respect to the matter referred to in this section, including the provision for maintenance and securing of such supplies and services as may be designated by the National Assembly as essential supplies and services."
138,1999,Nigeria,"3.During any period when the Federation is at war the National Assembly may make such laws for the peace, order and good government of the Federation or any part therefore with respect to matters not included in the Exclusive Legislative List as may appear to it to be necessary or expedient for the defence of the Federation."
139,1999,Nigeria,"4.At any time when any House of Assembly of a State is unable to perform its functions by reason of the situation prevailing in that State, the National Assembly may make such laws for the peace, order and good government of that State with respect to matters on which a House of Assembly may make laws as may appear to the National Assembly to be necessary or expedient until such time as the House of Assembly is able to resume its functions; and any such laws enacted by the National Assembly pursuant to this section shall have effect as if they were laws enacted by the House of Assembly of the State:"
140,1999,Nigeria,Provided that nothing in this section shall be construed as conferring on the National Assembly power to remove the Governor or the Deputy Governor of the State from office.
141,1999,Nigeria,"5.For the purposes of subsection (4) of this section, a House of Assembly shall not be deemed to be unable to perform its functions so long as the House of Assembly can hold a meeting and transact business."
142,1999,Nigeria,12
143,1999,Nigeria,1.No treaty between the Federation and any other country shall have the force of law except to the extent to which any such treaty has been enacted into law by the National Assembly.
144,1999,Nigeria,2.The National Assembly may make laws for the Federation or any part thereof with respect to matters not included in the Exclusive Legislative List for the purpose of implementing a treaty.
145,1999,Nigeria,"3.A bill for an Act of the National Assembly passed pursuant to the provisions of subsection (2) of this section shall not be presented to the President for assent, and shall not be enacted unless it is ratified by a majority of all the House of Assembly in the Federation."
146,1999,Nigeria,CHAPTER II. FUNDAMENTAL OBJECTIVES AND DIRECTIVE PRINCIPLES OF STATE POLICY
147,1999,Nigeria,"13. It shall be the duty and responsibility of all organs of government, and of all authorities and persons, exercising legislative, executive or judicial powers, to conform to, observe and apply the provisions of this Chapter of this Constitution."
148,1999,Nigeria,14
149,1999,Nigeria,1.The Federal Republic of Nigeria shall be a State based on the principles of democracy and social justice.
150,1999,Nigeria,"2.It is hereby, accordingly, declared that:"
151,1999,Nigeria,a.sovereignty belongs to the people of Nigeria from whom government through this Constitution derives all its powers and authority;
152,1999,Nigeria,b.the security and welfare of the people shall be the primary purpose of government; and
153,1999,Nigeria,c.the participation by the people in their government shall be ensured in accordance with the provisions of this Constitution.
154,1999,Nigeria,"3.The composition of the Government of the Federation or any of its agencies and the conduct of its affairs shall be carried out in such a manner as to reflect the federal character of Nigeria and the need to promote national unity, and also to command national loyalty, thereby ensuring that there shall be no predominance of persons from a few States or from a few ethnic or other sectional groups in that Government or in any of its agencies."
155,1999,Nigeria,"4.The composition of the Government of a State, a local government council, or any of the agencies of such Government or council, and the conduct of the affairs of the Government or council or such agencies shall be carried out in such manner as to recognise the diversity of the people within its area of authority and the need to promote a sense of belonging and loyalty among all the people of the Federation."
156,1999,Nigeria,15
157,1999,Nigeria,"1.The motto of the Federal Republic of Nigeria shall be Unity and Faith, Peace and Progress."
158,1999,Nigeria,"2.Accordingly, national integration shall be actively encouraged, whilst discrimination on the grounds of place of origin, sex, religion, status, ethnic or linguistic association or ties shall be prohibited."
159,1999,Nigeria,"3.For the purpose of promoting national integration, it shall be the duty of the State to:"
160,1999,Nigeria,"a.provide adequate facilities for and encourage free mobility of people, goods and services throughout the Federation;"
161,1999,Nigeria,b.secure full residence rights for every citizen in all parts of the Federation;
162,1999,Nigeria,"c.encourage inter-marriage among persons from different places of origin, or of different religious, ethnic or linguistic association or ties; and"
163,1999,Nigeria,"d.promote or encourage the formation of associations that cut across ethnic, linguistic, religious and or other sectional barriers."
164,1999,Nigeria,"4.The State shall foster a feeling of belonging and of involvement among the various people of the Federation, to the end that loyalty to the nation shall override sectional loyalties."
165,1999,Nigeria,5.The State shall abolish all corrupt practices and abuse of power.
166,1999,Nigeria,16
167,1999,Nigeria,"1.The State shall, within the context of the ideals and objectives for which provisions are made in this Constitution-"
168,1999,Nigeria,"a.harness the resources of the nation and promote national prosperity and an efficient, a dynamic and self-reliant economy;"
169,1999,Nigeria,"b.control the national economy in such manner as to secure the maximum welfare, freedom and happiness of every citizen on the basis of social justice and equality of status and opportunity;"
170,1999,Nigeria,"c.without prejudice to its right to operate or participate in areas of the economy, other than the major sectors of the economy, manage and operate the major sectors of the economy;"
171,1999,Nigeria,"d.without prejudice to the right of any person to participate in areas of the economy within the major sector of the economy, protect the right of every citizen to engage in any economic activities outside the major sectors of the economy."
172,1999,Nigeria,2.The State shall direct its policy towards ensuring:
173,1999,Nigeria,a.the promotion of a planned and balanced economic development;
174,1999,Nigeria,b.that the material resources of the nation are harnessed and distributed as best as possible to serve the common good;
175,1999,Nigeria,c.that the economic system is not operated in such a manner as to permit the concentration of wealth or the means of production and exchange in the hands of few individuals or of a group; and
176,1999,Nigeria,"d.that suitable and adequate shelter, suitable and adequate food, reasonable national minimum living wage, old age care and pensions, and unemployment, sick benefits and welfare of the disabled are provided for all citizens."
177,1999,Nigeria,3.A body shall be set up by an Act of the National Assembly which shall have power-
178,1999,Nigeria,"a.to review, from time to time, the ownership and control of business enterprises operating in Nigeria and make recommendations to the President on same; and"
179,1999,Nigeria,b.to administer any law for the regulation of the ownership and control of such enterprises.
180,1999,Nigeria,4.For the purposes of subsection (1) of this section-
181,1999,Nigeria,"a.the reference to the “major sectors of the economy” shall be construed as a reference to such economic activities as may, from time to time, be declared by a resolution of each House of the National Assembly to be managed and operated exclusively by the Government of the Federation, and until a resolution to the contrary is made by the National Assembly, economic activities being operated exclusively by the Government of the Federation on the date immediately preceding the day when this section comes into force, whether directly or through the agencies of a statutory or other corporation or company, shall be deemed to be major sectors of the economy;"
182,1999,Nigeria,"b.“economic activities” includes activities directly concerned with the production, distribution and exchange of weather or of goods and services; and"
183,1999,Nigeria,c.“participate” includes the rendering of services and supplying of goods.
184,1999,Nigeria,17
185,1999,Nigeria,"1.The State social order is founded on ideals of Freedom, Equality and Justice."
186,1999,Nigeria,2.In furtherance of the social order-
187,1999,Nigeria,"a.every citizen shall have equality of rights, obligations and opportunities before the law;"
188,1999,Nigeria,b.the sanctity of the human person shall be recognised and human dignity shall be maintained and enhanced;
189,1999,Nigeria,c.governmental actions shall be humane;
190,1999,Nigeria,"d.exploitation of human or natural resources in any form whatsoever for reasons, other than the good of the community, shall be prevented; and"
191,1999,Nigeria,"e.the independence, impartiality and integrity of courts of law, and easy accessibility thereto shall be secured and maintained."
192,1999,Nigeria,3.The State shall direct its policy towards ensuring that-
193,1999,Nigeria,"a.all citizens, without discrimination on any group whatsoever, have the opportunity for securing adequate means of livelihood as well as adequate opportunity to secure suitable employment;"
194,1999,Nigeria,"b.conditions of work are just and humane, and that there are adequate facilities for leisure and for social, religious and cultural life;"
195,1999,Nigeria,"c.the health, safety and welfare of all persons in employment are safeguarded and not endangered or abused;"
196,1999,Nigeria,d.there are adequate medical and health facilities for all persons;
197,1999,Nigeria,"e.there is equal pay for equal work without discrimination on account of sex, or on any other ground whatsoever;"
198,1999,Nigeria,"f.children, young persons and the aged are protected against any exploitation whatsoever, and against moral and material neglect;"
199,1999,Nigeria,g.provision is made for public assistance in deserving cases or other conditions of need; and
200,1999,Nigeria,h.the evolution and promotion of family life is encouraged.
201,1999,Nigeria,18
202,1999,Nigeria,1.Government shall direct its policy towards ensuring that there are equal and adequate educational opportunities at all levels.
203,1999,Nigeria,2.Government shall promote science and technology.
204,1999,Nigeria,3.Government shall strive to eradicate illiteracy; and to this end Government shall as and when practicable provide-
205,1999,Nigeria,"a.free, compulsory and universal primary education;"
206,1999,Nigeria,b.free secondary education;
207,1999,Nigeria,c.free university education; and
208,1999,Nigeria,d.free adult literacy programme.
209,1999,Nigeria,19. The foreign policy objectives shall be-
210,1999,Nigeria,a.promotion and protection of the national interest;
211,1999,Nigeria,b.promotion of African integration and support for African unity;
212,1999,Nigeria,c.promotion of international co-operation for the consolidation of universal peace and mutual respect among all nations and elimination of discrimination in all its manifestations;
213,1999,Nigeria,"d.respect for international law and treaty obligations as well as the seeking of settlement of international disputes by negotiation, mediation, conciliation, arbitration and adjudication; and"
214,1999,Nigeria,e.promotion of a just world economic order.
215,1999,Nigeria,"20. The State shall protect and improve the environment and safeguard the water, air and land, forest and wild life of Nigeria."
216,1999,Nigeria,21. The State shall-
217,1999,Nigeria,"a.protect, preserve and promote the Nigerian cultures which enhance human dignity and are consistent with the fundamental objectives as provided in this Chapter; and"
218,1999,Nigeria,b.encourage development of technological and scientific studies which enhance cultural values.
219,1999,Nigeria,"22. The press, radio, television and other agencies of the mass media shall at all times be free to uphold the fundamental objectives contained in this Chapter and uphold the responsibility and accountability of the Government to the people."
220,1999,Nigeria,"23. The national ethics shall be Discipline, Integrity, Dignity of Labour, Social Justice, Religious Tolerance, Self-reliance and Patriotism."
221,1999,Nigeria,24. It shall be the duty of every citizen to-
222,1999,Nigeria,"a.abide by this Constitution, respect its ideals and its institutions, the National Flag, the National Anthem, the National Pledge, and legitimate authorities;"
223,1999,Nigeria,"b.help to enhance the power, prestige and good name of Nigeria, defend Nigeria and render such national service as may be required;"
224,1999,Nigeria,c.respect the dignity of other citizens and the rights and legitimate interests of others and live in unity and harmony and in the spirit of common brotherhood;
225,1999,Nigeria,"d.make positive and useful contribution to the advancement, progress and well-being of the community where he resides;"
226,1999,Nigeria,e.render assistance to appropriate and lawful agencies in the maintenance of law and order; and
227,1999,Nigeria,f.declare his income honestly to appropriate and lawful agencies and pay his tax promptly.
228,1999,Nigeria,CHAPTER III. CITIZENSHIP
229,1999,Nigeria,25
230,1999,Nigeria,1.The following persons are citizens of Nigeria by birth namely-
231,1999,Nigeria,"a.every person born in Nigeria before the date of independence, either of whose parents or any of whose grandparents belongs or belonged to a community indigenous to Nigeria:"
232,1999,Nigeria,Provided that a person shall not become a citizen of Nigeria by virtue of this section if neither of his parents nor any of his grandparents was born in Nigeria;
233,1999,Nigeria,b.every person born in Nigeria after the date of independence either of whose parents or any of whose grandparents is a citizen of Nigeria; and
234,1999,Nigeria,c.every person born outside Nigeria either of whose parents is a citizen of Nigeria.
235,1999,Nigeria,"2.In this section, “the date of independence” means the 1st day of October 1960."
236,1999,Nigeria,26
237,1999,Nigeria,"1.Subject to the provisions of section 28 of this Constitution, a person to whom the provisions of this section apply may be registered as a citizen of Nigeria, if the President is satisfied that-"
238,1999,Nigeria,a.he is a person of good character;
239,1999,Nigeria,b.he has shown a clear intention of his desire to be domiciled in Nigeria; and
240,1999,Nigeria,c.he has taken the Oath of Allegiance prescribed in the Seventh Schedule to this Constitution.
241,1999,Nigeria,2.The provisions of this section shall apply to-
242,1999,Nigeria,a.any woman who is or has been married to a citizen of Nigeria; or
243,1999,Nigeria,b.every person of full age and capacity born outside Nigeria any of whose grandparents is a citizen of Nigeria.
244,1999,Nigeria,27
245,1999,Nigeria,"1.Subject to the provisions of section 28 of this Constitution, any person who is qualified in accordance with the provisions of this section may apply to the President for the same of a certificate of naturalisation."
246,1999,Nigeria,"2.No person shall be qualified to apply for the grant of a certificate or naturalisation, unless he satisfies the President that-"
247,1999,Nigeria,a.he is a person of full age and capacity;
248,1999,Nigeria,b.he is a person of good character;
249,1999,Nigeria,c.he has shown a clear intention of his desire to be domiciled in Nigeria;
250,1999,Nigeria,"d.he is, in the opinion of the Governor of the State where he is or he proposes to be resident, acceptable to the local community in which he is to live permanently, and has been assimilated into the way of life of Nigerians in that part of the Federation;"
251,1999,Nigeria,e.he is a person who has made or is capable of making useful contribution to the advancement; progress and well-being of Nigeria;
252,1999,Nigeria,f.he has taken the Oath of Allegiance prescribed in the Seventh Schedule to this Constitution; and
253,1999,Nigeria,"g.he has, immediately preceding the date of his application, either-"
254,1999,Nigeria,i.resided in Nigeria for a continuous period of fifteen years; or
255,1999,Nigeria,"ii.resided in Nigeria continuously for a period of twelve months, and during the period of twenty years immediately preceding that period of twelve months has resided in Nigeria for periods amounting in the aggregate to not less than fifteen years."
256,1999,Nigeria,28
257,1999,Nigeria,"1.Subject to the other provisions of this section, a person shall forfeit forthwith his Nigerian citizenship if, not being a citizen of Nigeria by birth, he acquires or retains the citizenship or nationality of a country, other than Nigeria, of which he is not a citizen by birth."
258,1999,Nigeria,"2.Any registration of a person as a citizen of Nigeria or the grant of a certificate of naturalisation to a person who is a citizen of a country other than Nigeria at the time of such registration or grant shall, if he is not a citizen by birth of that other country, be conditional upon effective renunciation of the citizenship or nationality of that other country within a period of not more than five months from the date of such registration or grant."
259,1999,Nigeria,29
260,1999,Nigeria,1.Any citizen of Nigeria of full age who wishes to renounce his Nigerian citizenship shall make a declaration in the prescribed manner for the renunciation.
261,1999,Nigeria,"2.The President shall cause the declaration made under subsection (1) of this section to be registered and upon such registration, the person who made the declaration shall cease to be a citizen of Nigeria."
262,1999,Nigeria,3.The President may withhold the registration of any declaration made under subsection (1) of this section if-
263,1999,Nigeria,a.the declaration is made during any war in which Nigeria is physically involved; or
264,1999,Nigeria,"b.in his opinion, it is otherwise contrary to public policy."
265,1999,Nigeria,4.For the purposes of subsection (1) of this section-
266,1999,Nigeria,a.“full age” means the age of eighteen years and above;
