sl,year,country,text
124,1992,Mali,"In the event that the President of the Republic is temporarily incapacitated from fulfilling his functions, his powers shall be provisionally exercised by the Prime Minister."
125,1992,Mali,"In the case of vacancy of the Presidency of the Republic for any cause whatsoever or incapacitation of its functioning as declared by the Constitutional Court seated by the President of the National Assembly and the Prime Minister, the functions of the President of the Republic shall be exercised by the President of the National Assembly."
126,1992,Mali,This shall result in the election of a new President for a new term of five years.
127,1992,Mali,The election of the new President shall take place at least twenty one days after and at most forty days after the official declaration of the vacancy or the final characterization of the incapacitation.
128,1992,Mali,"In all cases of incapacitation or of vacancy Articles 38, 41, 42 and 50 of the present Constitution shall not apply."
129,1992,Mali,ARTICLE 37
130,1992,Mali,"Before assuming office, the President elect shall take before the Supreme Court the following oath:"
131,1992,Mali,"""I SWEAR BEFORE GOD AND THE MALIAN PEOPLE TO PRESERVEFAITHFULLY THE REPUBLICAN FORM OF GOVERNMENT TO RESPECT ANDTO SEE THAT THE CONSTITUTION AND LAWS ARE RESPECTED BY OTHERS, TO CARRY OUT MY DUTIES IN THE HIGHER INTEREST OF THE PEOPLE, TOPRESERVE THE DEMOCRATIC GAINS, TO GUARANTEE THE NOTIONALUNITY, THE INDEPENDENCE OF THE HOME LAND AND NATIONTERRITORIAL INTEGRITY."
132,1992,Mali,"I SOLEMNLY AND WITH HONOR UNDERTAKE TO UTILIZE EVERYTHINGIN ORDER TO REALIZE AFRICAN UNITY."""
133,1992,Mali,"After the instatement ceremony and within forty eight hours time, the President of the Supreme Court shall publicly receive the written declaration of the good intentions of the President of the Republic."
134,1992,Mali,This declaration shall be the object of an annual reaffirmation.
135,1992,Mali,ARTICLE 38
136,1992,Mali,The President of the Republic shall name the Prime Minister. He shall set limits on his powers upon his (the Prime Minister's) presentation of the resignation of the Government.
137,1992,Mali,"Upon proposition of the Prime Minister, he (the President) names the other members of the Government and shall set limits upon their powers."
138,1992,Mali,ARTICLE 39
139,1992,Mali,The President of the Republic shall preside over the Council of Ministers. The Prime Minister substitutes for him within the conditions established by the present Constitution.
140,1992,Mali,ARTICLE 40
141,1992,Mali,The President of the Republic shall promulgate the laws within the 15 days that follow the transmission to the Government of the final text adopted.
142,1992,Mali,He can before the expiration of this time demand of the National Assembly a new deliberation of the laws or of certain articles.
143,1992,Mali,This new deliberation shall not be refused and shall suspend the time period in which the law must be promulgated.
144,1992,Mali,"In the case of urgency, the time of promulgation can be shortened to eight days."
145,1992,Mali,ARTICLE 41
146,1992,Mali,"The President of the Republic, on the proposal of the Government, during the sessions of or upon proposition of the National Assembly, after consultation by the Constitutional Court published in the Official Journal, may submit to referendum all questions of national interest, any bill dealing with the organization of public authority, entailing approval of a Community agreement, or providing to authorize the ratification of a treaty that, without being contrary to the Constitution, might effect the functioning of (existing) institutions."
147,1992,Mali,"In the event that the Referendum ends in the adoption of the bill, the President of the Republic shall promulgate it according to the time limit provided in Article 40."
148,1992,Mali,ARTICLE 42
149,1992,Mali,"The President of the Republic may, after consultation with the Prime Minister and the President of the National Assembly, pronounce the dissolution of the National Assembly."
150,1992,Mali,"General elections shall take place twenty one days at the least and forty days at the most, after the dissolution."
151,1992,Mali,The National Assembly shall not be dissolved in the year following these elections.
152,1992,Mali,ARTICLE 43
153,1992,Mali,"The President of the Republic shall communicate with the National Assembly and the High Council of Territorial Units by messages which he has read by the President of the National Assembly or by the same of the High Council of Territorial Units. Out of session, the National Assembly or the High Council of Territorial Units meets in special session for this purpose."
154,1992,Mali,ARTICLE 44
155,1992,Mali,The President of the Republic shall be the Commander-in-Chief of the armed forces. He shall preside over the High Council and the Committee of Defense of the National Defense.
156,1992,Mali,ARTICLE 45
157,1992,Mali,The President of the Republic shall be the President of the High Council of the Judiciary. He shall exercise the power of pardon. He shall propose laws of amnesty.
158,1992,Mali,ARTICLE 46
159,1992,Mali,The President of the Republic shall sign the Ordinances and decrees taken in the Council of Ministers.
160,1992,Mali,He shall name civil servants and high military officers (as) established by law.
161,1992,Mali,"The High Chancellor, Generals and Admirals, Ambassadors and Envoys Extraordinary, the Governors of the Regions, (and) the Directors of the Central Administration shall be named by decree taken in the Council of Ministers."
162,1992,Mali,ARTICLE 47
163,1992,Mali,The Members of the Supreme Court shall be named by decree taken in the Council of Ministers.
164,1992,Mali,ARTICLE 48
165,1992,Mali,The President of the Republic shall accredit the Ambassadors and the Envoys Extraordinary to foreign powers.
166,1992,Mali,Foreign Ambassadors and Envoys Extraordinary shall be accredited to him.
167,1992,Mali,ARTICLE 49
168,1992,Mali,"The President of the Republic shall decree after deliberation in the Council of Ministers, the state of siege and state of emergency."
169,1992,Mali,ARTICLE 50
170,1992,Mali,"When the institutions of the Republic, the independence of the nation, the integrity of national territory, (or) the fulfillment of its international commitments are threatened in a grave and immediate manner and when the regular functioning of the constitutional governmental authorities is interrupted, the President of the Republic shall take the measures commanded by these circumstances, after consultation with the Prime Minister, the Presidents of the National Assembly and of the High Council of Territorial Units as well as the Constitutional Court."
171,1992,Mali,He informs the nation of these events by a message.
172,1992,Mali,The application of these exceptional powers by the President of the Republic shall not in any case compromise the national sovereignty or territorial integrity.
173,1992,Mali,The exceptional powers shall aspire to assure the continuity of the State and the reestablishment without undue delay the regular functioning of institutions in conformity with the Constitution.
174,1992,Mali,The National Assembly shall meet by right and shall not be dissolved during the exercise of these exceptional powers.
175,1992,Mali,ARTICLE 51
176,1992,Mali,The President of the Republic may delegate certain of his powers to the Prime Minister.
177,1992,Mali,"The acts of the President of the Republic other than those preordained in articles 38,41, 42, 45, and 50 as well as the first paragraph of this article shall be countersigned by the Prime Minister and in the applicable case by the Ministers concerned."
178,1992,Mali,ARTICLE 52
179,1992,Mali,The law shall establish the benefits accorded to the President of the Republic and organize the manner of granting a pension to former Presidents of the Republic possessing their civil rights.
180,1992,Mali,TITLE IV. THE GOVERNMENT
181,1992,Mali,ARTICLE 53
182,1992,Mali,The Government shall determine and conduct the policy of the Nation and prescribe for the Administration of the armed forces.
183,1992,Mali,ARTICLE 54
184,1992,Mali,The Government shall be responsible before the National Assembly under the conditions and following the procedures preordained in Articles 78 and 79.
185,1992,Mali,ARTICLE 55
186,1992,Mali,"The Prime Minister is the Head of the Government; under this title, he shall direct and coordinate governmental action."
187,1992,Mali,"He shall be responsible for the execution of national defense policy. He shall assure the execution of the laws. Under the reservations of the terms of Article 46, he shall exercise the power of regulation."
188,1992,Mali,"He may, delegate certain of his powers to the Ministers."
189,1992,Mali,"He supplants, if need be, the President of the Republic to the Presidency of the Council and the Committee preordained in Article 44."
190,1992,Mali,"He supplants him in the Presidency of the Council of Ministers, by virtue of an express delegation and by an order of fixed duration."
191,1992,Mali,ARTICLE 56
192,1992,Mali,"The acts of the Prime Minister shall be countersigned, if need be, by the Ministers responsible for their execution."
193,1992,Mali,ARTICLE 57
194,1992,Mali,Before assuming power the Prime Minister and the Ministers shall submit to the President of the Supreme Court a written declaration of their good intentions.
195,1992,Mali,This declaration shall be the object of an annual reaffirmation.
196,1992,Mali,The dispositions of Article 35 are applicable to the members of the Government.
197,1992,Mali,ARTICLE 58
198,1992,Mali,"The Office of a member of the Government shall be incompatible with the exercise of any parliamentary mandate, of any functions of professional representation at the national or local level, of any 'public employment or of any professional and lucrative activity."
199,1992,Mali,"An organic law shall determine the conditions in which it shall be necessary to replace the holders of such mandate, functions, or employments."
200,1992,Mali,The replacement of members of Parliament shall take place in accordance with the provisions of Article 63.
201,1992,Mali,TITLE V. THE NATIONAL ASSEMBLY
202,1992,Mali,ARTICLE 59
203,1992,Mali,The Parliament shall comprise one single house called the National Assembly.
204,1992,Mali,ARTICLE 60
205,1992,Mali,The members of the National Assembly carry the title of Deputy.
206,1992,Mali,ARTICLE 61
207,1992,Mali,The Deputies shall be elected for five years by universal suffrage. An organic law shall determine the conditions of this election.
208,1992,Mali,ARTICLE 62
209,1992,Mali,The Deputies shall benefit from parliamentary immunity.
210,1992,Mali,"No member of the National Assembly may be prosecuted, sought, arrested, detained, or tried because of his opinions or votes expressed by him in the exercise of his functions."
211,1992,Mali,"No member of the National Assembly may, during its sessions, be prosecuted or arrested for criminal or minor offenses without the authorization of the National Assembly, except in the case of flagrant offense."
212,1992,Mali,"No member of the National Assembly may, out of session, be arrested without the authorization of the Office of the National Assembly, except in the case of flagrant offense, of authorized prosecutions or of definitive conviction."
213,1992,Mali,The detention or the prosecution of a member of the National Assembly shall be suspended if the National Assembly so requires.
214,1992,Mali,ARTICLE 63
215,1992,Mali,"An organic law shall determine the number of members of the National Assembly, their indemnification, the conditions of eligibility, the areas of ineligibility and of incompatibility."
216,1992,Mali,"The organic law shall also determine the conditions in which people called to assure the replacement of Deputies shall be elected, in case of vacancy of a seat, until the renewal of the National Assembly."
217,1992,Mali,ARTICLE 64
218,1992,Mali,All binding instructions (upon members of Parliament) shall be null and void.
219,1992,Mali,The right to vote of members of the National Assembly shall be personal.
220,1992,Mali,"The organic law may authorize, under exceptional circumstances, the delegation of a vote. In this case, no member may be delegated more than one vote."
221,1992,Mali,ARTICLE 65
222,1992,Mali,The National Assembly shall convene by right in two ordinary sessions per year.
223,1992,Mali,The first session shall begin the first Monday in October.
224,1992,Mali,It may not exceed 75 days.
225,1992,Mali,The second session shall begin the first Monday in April and may not exceed a duration of ninety days.
226,1992,Mali,ARTICLE 66
227,1992,Mali,The National Assembly shall convene in extraordinary session upon the demand of the Prime Minister or of the majority of its members to consider a specific agenda.
228,1992,Mali,"When the extraordinary session is held at the request of the members of the National Assembly, the closure decree shall take effect as soon as the National Assembly has exhausted the agenda for which it was called and at the latest fifteen days from the date of its convening."
229,1992,Mali,The Prime minister may demand a new session before the expiration of the month following the closure decree and upon a specific agenda.
230,1992,Mali,ARTICLE 67
231,1992,Mali,"Apart from the cases in which the National Assembly meets by right, extraordinary sessions shall be opened and closed by decree of the. President of the Republic."
232,1992,Mali,ARTICLE 68
233,1992,Mali,The National Assembly shall establish its own procedure. The President of the National Assembly shall be elected for the duration of the legislature.
234,1992,Mali,ARTICLE 69
235,1992,Mali,"The sessions of the National Assembly shall be public. However, they may meet in a closed session by their own initiative or on demand by the Prime Minister. Their internal procedure shall establish the methodology a closed session. The account of the internal debates from public sessions shall be published in the Official Journal."
236,1992,Mali,TITLE VI. RELATIONS BETWEEN THE GOVERNMENT AND THE NATIONAL ASSEMBLY
237,1992,Mali,ARTICLE 70
238,1992,Mali,"The law shall be passed by the National Assembly by a simple majority. However, the laws to which this Constitution gives the character of organic law shall be passed under the following conditions:"
239,1992,Mali,the proposition or project shall only be submitted to the deliberation and vote of the National Assembly after the expiration of a period of fifteen days after its filing with the Office of the National Assembly;
240,1992,Mali,the text shall only be adopted by an absolute majority of the members composing the National Assembly. The organic laws shall only be promulgated after a declaration by the Constitutional Court as to their conformity with the Constitution.
241,1992,Mali,The law shall determine rules concerning:
242,1992,Mali,"the civil rights and fundamental guaranties granted to citizens for the exercise of public liberties, the obligations imposed by the National Defense upon the persons and property of citizens;"
243,1992,Mali,"nationality, civil rights, status and legal capacity of persons, marriage contracts, inheritance and gifts, property rights, actual rights and civil and commercial obligations, societal systems, expropriation;"
244,1992,Mali,"the crimes and misdemeanors as well as the penalties imposed therefore, criminal procedure, amnesty, the creation of new juridical systems and the status of Ministerial Officers, the status of the juridical professions and the Judiciary;"
245,1992,Mali,the general status of government employees;
246,1992,Mali,the general status of Armed Forces and Security personnel;
247,1992,Mali,"the regulation of currency, the bases, rates and methods of tax collection."
248,1992,Mali,The law shall equally determine the fundamental principles:
249,1992,Mali,of general organization of defense and security;
250,1992,Mali,"of the right to work, of social security, of syndication;"
251,1992,Mali,of the organization and the competence of professional orders;
252,1992,Mali,of instruction and research
253,1992,Mali,of the protection of the cultural and archeological patrimony;
254,1992,Mali,of public accountability;
255,1992,Mali,"of creation, of the organization and control of public services and organizations;"
256,1992,Mali,"of nationalizations of enterprises, of privatizations and of the transfer of the property of enterprises from the public to the private sector.(;)"
257,1992,Mali,of an electoral system
258,1992,Mali,"of the free administration of local units, of their competence and their resources;"
259,1992,Mali,administrative organization of territory;
260,1992,Mali,administration and transfer from the domain of the State;
261,1992,Mali,organization of production;
262,1992,Mali,organization of justice;
263,1992,Mali,system of penal institutions.
264,1992,Mali,The Law of Finances shall determine the resources and the duties of the State.
265,1992,Mali,The plan shall be adopted by the National Assembly. It shall determine the objectives of economic and social action of the State.
266,1992,Mali,ARTICLE 71
267,1992,Mali,A declaration of war shall be authorized by the National Assembly specially convened for this purpose.
268,1992,Mali,The President of the Republic shall inform the nation by a message.
269,1992,Mali,ARTICLE 72
270,1992,Mali,State of emergency and state of siege shall be decreed in the Council of Ministers.
271,1992,Mali,Their extension beyond ten days shall only be authorized by the National Assembly.
272,1992,Mali,A law shall determine their conditions.
273,1992,Mali,ARTICLE 73
274,1992,Mali,Matters other than those coining within the domain of the law shall be of a regulatory character.
275,1992,Mali,Legislative texts concerning these matters before the entry into force of the present Constitution may be modified by decree after consultation with the Supreme Court.
276,1992,Mali,Those of these texts which may be passed after the entry into force of the present Constitution may only be modified by decree if the Constitutional Court has declared that they are of a regulatory character with respect to the preceding paragraph.
277,1992,Mali,The laws and regulations shall be published in the Official Journal.
278,1992,Mali,ARTICLE 74
279,1992,Mali,"The Government may in order to carry out its program or in areas determined by law, demand the authorization of Parliament to take by Ordnance, during a specified period of time or between the two sessions (of the National Assembly), measures that are normally within the domain of the law."
280,1992,Mali,"Ordinances shall be taken in the Council of Ministers after consultation with the Supreme Court. They become operative from the time of their adoption, but become null and void if the bill for their ratification is not submitted to the National Assembly before the date set by the enabling act. Upon the expiration of the date mentioned in the first paragraph of the present Article, Ordinances shall only be modified by the law in matters which are in the legislative domain."
281,1992,Mali,ARTICLE 75
282,1992,Mali,Initiation of laws shall belong concurrently to the Government and to the members of the National Assembly.
283,1992,Mali,Bills shall be deliberated in the Council of Ministers after consultation with the Supreme Court and filed with the Office of the National Assembly.
284,1992,Mali,ARTICLE 76
285,1992,Mali,The members of the National Assembly and the Government shall possess the right of Amendment.
286,1992,Mali,"After the opening of debate, the Government may oppose the examination of any Amendment that was not first submitted to it."
287,1992,Mali,ARTICLE 77
288,1992,Mali,The National Assembly shall consider the appropriations bill at the opening of the ordinary session preceding the fiscal period. The appropriations bill must anticipate the income necessary for completely meeting all expenditures.
289,1992,Mali,"If the National Assembly has not acted on this matter before the beginning of the fiscal period or if it has not passed the budget, the Government shall resubmit the proposed budget within fifteen days to the National Assembly convened in special session for this purpose."
290,1992,Mali,"The National Assembly shall then act within eight days. If this deliberation has not resulted in a budgetary vote, it shall be automatically established by the Government on the basis of the revenues of the preceding fiscal period and after consultation with the Supreme Court."
291,1992,Mali,ARTICLE 78
292,1992,Mali,"The Prime Minister, after the deliberation of the Council of Ministers, shall pledge before the Assembly the responsibility of the Government with regard to its program or eventually with respect to a declaration of general policy."
293,1992,Mali,"The National Assembly shall question the responsibility of the Government by the vote of a motion of censure. Such a motion shall only be receivable if it is signed by at lea stone tenth of the members of the National Assembly. The vote may only take place forty eight hours after its filing. The only votes counted shall be those favorable to the motion of censure which may only be adopted by a two thirds majority of the members composing the Assembly. If the motion of censure is rejected, the signatories may not propose another during the course of the same session."
294,1992,Mali,"The Prime Minister may, after deliberation of the Council of Ministers, pledge the responsibility of the Government before the National Assembly on the vote of a text. In this case, the text shall be considered as adopted, unless a motion of censure, filed in the following twenty four hours, is passed."
295,1992,Mali,ARTICLE 79
296,1992,Mali,"When the National Assembly adopts a motion of censure or when it disapproves the program or the declaration of general policy of the Government, the Prime Minister shall submit to the President of the Republic the resignation of the Government."
297,1992,Mali,ARTICLE 80
298,1992,Mali,"The close of ordinary or special sessions shall by right be delayed in order to permit, should the case arise, the application of the dispositions of Article 78."
299,1992,Mali,TITLE VII. JUDICIAL AUTHORITY
300,1992,Mali,ARTICLE 81
301,1992,Mali,Judicial authority shall be independent of executive and legislative authority. It shall be exercised by the Supreme Court and the other Courts and Tribunals.
302,1992,Mali,Judicial authority shall be the guardian of liberties defined in the present Constitution.
303,1992,Mali,It shall protect the respect of rights and liberties defined by the present Constitution.
304,1992,Mali,It shall be charged with the application in its proper domain of the laws of the Republic.
305,1992,Mali,ARTICLE 82
306,1992,Mali,Magistrates shall only yield in the exercise of their functions to the authority of the law.
307,1992,Mali,Magistrates shall not be removable from their seats.
308,1992,Mali,The President of the Republic shall be the guarantor of the independence of the judiciary.
309,1992,Mali,He shall be assisted by the High Council of the Judiciary.
310,1992,Mali,The High Council of the Judiciary shall be charged with the progress of the careers of Magistrates and shall advise on all questions of the independence of the judiciary.
311,1992,Mali,The High Council of the Judiciary shall decide as Council of discipline for Magistrates.
312,1992,Mali,"An organic law shall determine the organization, composition, attributes and functioning of the High Council of the Judiciary."
313,1992,Mali,The law shall equally determine rules of operation of the Judiciary with respect to the principles contained in the present Constitution.
314,1992,Mali,TITLE VIII. THE SUPREME COURT
315,1992,Mali,ARTICLE 83
316,1992,Mali,The Supreme Court shall consist of:
317,1992,Mali,a Judicial section;
318,1992,Mali,an Administrative section;
319,1992,Mali,a Accounts section.
320,1992,Mali,"An organic law shall determine its organization, the rules of its operation as well as the procedure followed before it."
321,1992,Mali,ARTICLE 84
322,1992,Mali,The Supreme Court shall be presided over by a Magistrate of the judicial order named by the President of the Republic upon a suitable proposition of the High Council of the Judiciary.
323,1992,Mali,The President of the Supreme Court shall be assisted by a Vice-President named under the same conditions.
324,1992,Mali,TITLE IX. THE CONSTITUTIONAL COURT
325,1992,Mali,ARTICLE 85
326,1992,Mali,The Constitutional Court shall be the judge of the constitutionality of the law sand it shall guarantee the fundamental rights of the human person and civil liberties.
327,1992,Mali,It shall be the regulatory organ of the operation of the institutions and activities of the Public Authorities.
328,1992,Mali,ARTICLE 86
329,1992,Mali,The Constitutional Court shall obligatorily decide upon:
330,1992,Mali,"the constitutionality of organic laws and laws before their promulgation, regulatory acts touching upon the fundamental rights of the human person and civil liberties;"
331,1992,Mali,"interior regulations of the National Assembly, of the High Council of Territorial Units and of the Economic, Social and Cultural Council before they come into application when their conformity with the Constitution comes into question;"
332,1992,Mali,conflicts between the institutions of the State regarding attribution;
333,1992,Mali,the regularity of all elections and operations of referendum of which it proclaims the results.
334,1992,Mali,ARTICLE 87
335,1992,Mali,"The Constitutional Court shall resolve, in the case of contested validity of an election, by any elector, any candidate, any political party or delegate of the Government, within the conditions preordained by an organic law."
336,1992,Mali,ARTICLE 88
