sl,year,country,text
56,1987,Suriname,"1. The Republic of Suriname recognizes and respects the right of nations to self- determination and national independence on the basis of equality, sovereignty and mutual benefit."
57,1987,Suriname,2. The Republic of Suriname promotes the development of the international legal order and supports the peaceful settlement of international disputes.
58,1987,Suriname,"3. The Republic of Suriname rejects any armed aggression, any form of political and economic pressure, as well as every direct or indirect intervention in the domestic affairs of other States."
59,1987,Suriname,"4. The Republic of Suriname promotes the solidarity and collaboration with other peoples in the combat against colonialism, neo-colonialism, racism, genocide and in the combat for national liberation, peace and social progress."
60,1987,Suriname,"5. The Republic of Suriname promotes the participation in international organizations with a view to establishing peaceful coexistence, peace and progress for mankind."
61,1987,Suriname,"CHAPTER V. BASIC RIGHTS, INDIVIDUAL RIGHTS AND FREEDOMS"
62,1987,Suriname,ARTICLE 8
63,1987,Suriname,1. All who are within the territory of Suriname shall have an equal claim to protection of person and property.
64,1987,Suriname,"2. No one shall be discriminated against on the grounds of birth, sex, race, language, religious origin, education, political beliefs, economic position or any other status."
65,1987,Suriname,ARTICLE 9
66,1987,Suriname,"1. Everyone has a right to physical, mental and moral integrity."
67,1987,Suriname,"2. No one may be submitted to torture, degrading or inhuman treatment or punishment."
68,1987,Suriname,ARTICLE 10
69,1987,Suriname,"Everyone shall have, in case of infringement of one's rights and freedoms, a claim to an honest and public treatment of his complaint within a reasonable time by an independent and impartial judge."
70,1987,Suriname,ARTICLE 11
71,1987,Suriname,No person may be kept against his will from the judge whom the law assigns to him.
72,1987,Suriname,ARTICLE 12
73,1987,Suriname,1. Everyone has the right to legal assistance before the courts
74,1987,Suriname,2. The law shall provide regulations with regard to legal aid for the financially weak.
75,1987,Suriname,ARTICLE 13
76,1987,Suriname,Loss of civil rights or the general forfeiture of all the property of an offender may not be imposed as a penalty or as a consequence of a penalty for any crime.
77,1987,Suriname,ARTICLE 14
78,1987,Suriname,Everyone has a right to life. This right shall be protected by the law.
79,1987,Suriname,ARTICLE 15
80,1987,Suriname,No one shall be obliged to do forced or compulsory labor.
81,1987,Suriname,ARTICLE 16
82,1987,Suriname,1. Everyone has the right to personal liberty and safety.
83,1987,Suriname,"2. No one will be deprived of his freedom, other than on grounds and according to proceedings determined by law."
84,1987,Suriname,3. Everyone who is deprived of his freedom has a right to a treatment in accordance with human dignity.
85,1987,Suriname,ARTICLE 17
86,1987,Suriname,"1. Everyone has a right to respect of his privacy, his family life, his home and his honor and good name."
87,1987,Suriname,2. No dwelling may be entered against the occupant's will except by order of an authority which has the power to give that order by virtue of law and subject to the conditions prescribed by the law.
88,1987,Suriname,"3. The confidentiality of correspondence, telephone and telegraph is inviolable except in the cases described by law."
89,1987,Suriname,ARTICLE 18
90,1987,Suriname,Everyone has the right of freedom of religion and philosophy of life.
91,1987,Suriname,ARTICLE 19
92,1987,Suriname,"Everyone has the right to make public his thoughts or feelings and to express his opinion through the printed press or other means of communication, subject to the responsibility of all as set forth in the law."
93,1987,Suriname,ARTICLE 20
94,1987,Suriname,"Everyone has the right to freedom of peaceful association and assembly, taking into consideration the rules to be determined by law for the protection of public order, safety, health and morality."
95,1987,Suriname,ARTICLE 21
96,1987,Suriname,1. The right to demonstrate peacefully is recognized.
97,1987,Suriname,"2. The use of that right can, for the protection of public order, safety, health and morality, be submitted to limitation through the law."
98,1987,Suriname,ARTICLE 22
99,1987,Suriname,1. Everyone has the right to submit written petitions to the competent authority.
100,1987,Suriname,2. The law regulates the procedure for handling them.
101,1987,Suriname,ARTICLE 23
102,1987,Suriname,"In case of war, danger of war, state of siege or state of emergency or for reasons of state security, public order and good morals, the rights mentioned in the Constitution may be submitted to limitations by law, which will be in force during a certain time, depending on the circumstances, in compliance with the international rules applicable in respect thereof."
103,1987,Suriname,"CHAPTER VI. SOCIAL, CULTURAL AND ECONOMIC FIGHTS AND OBLIGATIONS"
104,1987,Suriname,FIRST SECTION. THE RIGHT TO WORK
105,1987,Suriname,ARTICLE 24
106,1987,Suriname,"The state shall take care of the creation of conditions in which an optimal satisfaction of the basic needs for work, food, health care, education, energy, clothing and communication is obtained."
107,1987,Suriname,ARTICLE 25
108,1987,Suriname,Labor is the most important means of human development and an important source of wealth.
109,1987,Suriname,ARTICLE 26
110,1987,Suriname,"1. Everyone has the right to work, in accordance with his capacities."
111,1987,Suriname,2. The duty to work is inseparably linked to the right to work.
112,1987,Suriname,"3. Everyone has the right of free choice of profession and work, except for regulations imposed by law."
113,1987,Suriname,4. Everyone has the right of initiative for economic production.
114,1987,Suriname,SECOND SECTION. STATE CONCERN FOR LABOR
115,1987,Suriname,ARTICLE 27
116,1987,Suriname,"1. It shall be the duty of the State to guarantee the right to work, as much as possible by:"
117,1987,Suriname,"a.Following a planned policy, aimed at full employment;"
118,1987,Suriname,b.Forbidding the discharge without sufficient cause or for political or ideological reasons;
119,1987,Suriname,c.Guaranteeing equal opportunity in the choice of profession and type of work and forbidding that access to any function or profession by prevented or limited on grounds of sex;
120,1987,Suriname,d.Promoting professional training for employees.
121,1987,Suriname,2. The State shall take care of the creation of conditions for the optimal promotion of initiatives for economic production.
122,1987,Suriname,THIRD SECTION. RIGHTS OF EMPLOYEES
123,1987,Suriname,ARTICLE 28
124,1987,Suriname,"All employees have, independent of age, sex, race, nationality, religion or political opinions, the right to:"
125,1987,Suriname,"a.Remuneration for their work corresponding to quantity, type, quality and experience on the basis of equal pay for equal work;"
126,1987,Suriname,"b.The performance of their task under humane conditions, in order to enable self- development;"
127,1987,Suriname,c.Safe and healthy working condition;
128,1987,Suriname,d.Sufficient rest and recreation.
129,1987,Suriname,FOURTH SECTION. DUTIES OF THE STATE CONCERNING THE RIGHTS OF EMPLOYEES
130,1987,Suriname,ARTICLE 29
131,1987,Suriname,"It is the duty of the State to indicate the conditions for work, remuneration and rest to which employees are entitled, especially by:"
132,1987,Suriname,"a.Making regulations with regard to wages, time of work, about conditions and special categories of workers;"
133,1987,Suriname,"b.Supplying special protection on the job for women before and after pregnancy, for minors, disabled persons and for those who are engaged in work which demands special efforts or who work in unhealthy or dangerous conditions."
134,1987,Suriname,FIFTH SECTION. FREEDOM OF TRADE UNIONS
135,1987,Suriname,ARTICLE 30
136,1987,Suriname,1. Employees are free to establish trade unions to foster their rights and interests.
137,1987,Suriname,2. For the exercise of the rights of trade unions the following freedoms are guaranteed indiscriminately:
138,1987,Suriname,a.Freedom to join or not to join a trade union;
139,1987,Suriname,b.The right to participate in trade union activities.
140,1987,Suriname,"3. Trade unions shall be governed by the principles of democratic organization and management, based on regular elections of their boards of directors through secret ballot."
141,1987,Suriname,SIXTH SECTION. RIGHTS OF TRADE UNIONS AND COLLECTIVE AGREEMENTS
142,1987,Suriname,ARTICLE 31
143,1987,Suriname,1. The trade unions shall have the power to defend the rights and interests of the employees they represent and for whom they assume responsibility.
144,1987,Suriname,2. Trade unions shall be involved in:
145,1987,Suriname,a.The preparation of labor legislation;
146,1987,Suriname,b.The creation of institutions of social security and other institutions aimed at serving the interests of employees;
147,1987,Suriname,c.The preparation for and the control of the execution of economic and social plans
148,1987,Suriname,3. Trade unions shall have the right to conclude collective labor agreements. The rules concerning the powers to conclude collective labor agreements and the sphere of application of their rules shall be determined by law.
149,1987,Suriname,ARTICLE 32. RIGHTS OF EMPLOYERS
150,1987,Suriname,The associations for the defense of business entrepreneurs shall have the power to defend the rights and interests of those whom they represent and for whom they assume responsibility.
151,1987,Suriname,SEVENTH SECTION. RIGHT TO STRIKE
152,1987,Suriname,ARTICLE 33
153,1987,Suriname,The right to strike is recognized subject to the limitations which stem from the law.
154,1987,Suriname,EIGHTH SECTION. RIGHT TO PROPERTY
155,1987,Suriname,ARTICLE 34
156,1987,Suriname,"1. Property, of the community as well as of the private person, shall fulfill a social function. Everyone has the right to undisturbed enjoyment of his property subject to the limitations which stem from the law."
157,1987,Suriname,"2. Expropriation shall take place only in the general interest, pursuant to rules to be laid down by law and against compensation guaranteed in advance."
158,1987,Suriname,3. Compensation need not be previously assured if in case of emergency immediate expropriation is required.
159,1987,Suriname,"4. In cases determined by or through the law, the right to compensation shall exist if the competent public authority destroys or renders property unserviceable or restricts the exercise of property rights for the public interest."
160,1987,Suriname,NINTH SECTION. THE FAMILY
161,1987,Suriname,ARTICLE 35
162,1987,Suriname,1. The family is recognized and protected.
163,1987,Suriname,2. Husband and wife are equal before the law.
164,1987,Suriname,3. Every child shall have the right to protection without any form of discrimination.
165,1987,Suriname,4. Parents shall have the same responsibilities towards legal or natural children.
166,1987,Suriname,5. The State recognizes the extraordinary value of motherhood.
167,1987,Suriname,6. Working women shall be entitled to paid maternity leave.
168,1987,Suriname,TENTH SECTION. HEALTH
169,1987,Suriname,ARTICLE 36
170,1987,Suriname,1. Everyone shall have a right to health.
171,1987,Suriname,2. The State shall promote the general health care by systematic improvement of living and working conditions and shall give information on the protection of health.
172,1987,Suriname,ELEVENTH SECTION. YOUTH
173,1987,Suriname,ARTICLE 37
174,1987,Suriname,"1. Young people shall enjoy special protection for the enjoyment of economic, social and cultural rights, among which are:"
175,1987,Suriname,"a.Access to education, culture and work;"
176,1987,Suriname,b.Vocational schooling;
177,1987,Suriname,"c.Physical training, sports and recreation;"
178,1987,Suriname,2. The primary goal of youth policy shall be the development of the personality of the young person and of the concept of service to the community.
179,1987,Suriname,TWELFTH SECTION. EDUCATION AND CULTURE
180,1987,Suriname,ARTICLE 38
181,1987,Suriname,1. Everyone shall have a right to education and cultural expression.
182,1987,Suriname,"2. Education shall be free, subject to State supervision of all public educational institutions, in order that the national education policy and educational standards laid down by the State shall be observed."
183,1987,Suriname,3. The practice of science and technology shall be free.
184,1987,Suriname,4. The State shall promote the kind of education and the conditions under which school education and other forms of education can contribute to the development of a democratic and socially just society.
185,1987,Suriname,"5. The State shall promote the democratization of culture by promoting the enjoyment of culture and cultural relations and through assuring the availability of those cultural creations to all citizens by means of cultural and recreational organizations, information media and other suitable channels."
186,1987,Suriname,THIRTEENTH SECTION. EDUCATION
187,1987,Suriname,ARTICLE 39
188,1987,Suriname,The State shall recognize and guarantee the right of all citizens to education and shall offer them equal opportunity for schooling. In the execution of its education policy the State shall be under the obligation:
189,1987,Suriname,a.To assure obligatory and free general primary education;
190,1987,Suriname,b.To assure durable education and to end analphabetism;
191,1987,Suriname,"c.To enable all citizens to attain the highest levels of education, scientific research and artistic creation, in accordance with their capacities;"
192,1987,Suriname,"d.To provide, in phases, free education on all levels;"
193,1987,Suriname,e.To tune education to the productive and social needs of the society.
194,1987,Suriname,CHAPTER VII. THE ECONOMIC SYSTEM
195,1987,Suriname,ARTICLE 40
196,1987,Suriname,"In order to promote the socioeconomic development towards a socially just society, a development plan shall be determined by law, taking into consideration the national and socioeconomic goals of the State."
197,1987,Suriname,ARTICLE 41
198,1987,Suriname,"Natural riches and resources are property of the nation and shall be used to promote economic, social and cultural development. The nation has the inalienable right to take complete possession of its natural resources in order to utilize them to the benefit of the economic, social and cultural development of Suriname."
199,1987,Suriname,ARTICLE 42
200,1987,Suriname,"1. The law shall guarantee that the mode of exercise of trade and industry is not contrary to the national goals, the public interest and notably the public policy, health, morality and state security."
201,1987,Suriname,2. The traffic of foreign currency shall be regulated by law.
202,1987,Suriname,ARTICLE 43
203,1987,Suriname,"The structure of the financial system shall be regulated by law in such a manner that by saving and by the correct allocation of the necessary financial means, investments in the productive sector would be advanced."
204,1987,Suriname,ARTICLE 44
205,1987,Suriname,The right to industrial property shall be regulated by law.
206,1987,Suriname,CHAPTER VIII. THE SOCIAL ORDER
207,1987,Suriname,ARTICLE 45
208,1987,Suriname,"The social order shall be based in principle on a society, wherein all Suriname citizens have equal rights and obligations."
209,1987,Suriname,ARTICLE 46
210,1987,Suriname,"The State shall create the conditions, which underlie the education of citizens who are capable of participating in a democratic and effective manner in the development process of the nation."
211,1987,Suriname,ARTICLE 47
212,1987,Suriname,"The State shall save and protect the cultural heritage of Suriname, shall promote its preservation and promote the use of science and technology in the context of the national development aims."
213,1987,Suriname,ARTICLE 48
214,1987,Suriname,"1. The State shall supervise the production and availability of and the trade in chemical, biological, pharmaceutical and other products, intended for consumption, medical treatment and diagnosis."
215,1987,Suriname,"2. The State shall supervise all medical, pharmaceutical and paramedical practioners and practices."
216,1987,Suriname,3. The inspection of the products and functions mentioned in paragraphs (2) and (3) shall be regulated by law.
217,1987,Suriname,ARTICLE 49
218,1987,Suriname,"A housing plan shall be determined by law, aimed at the procurement of a sufficient number of affordable houses and State control of the use of real estate for public housing."
219,1987,Suriname,ARTICLE 50
220,1987,Suriname,"The policy in relation to social security for widows, orphans, the aged, invalids and incapacitated workers shall be indicated by law."
221,1987,Suriname,ARTICLE 51
222,1987,Suriname,The State shall take care to make the services of legal aid institutions accessible to those looking for justice.
223,1987,Suriname,CHAPTER IX. PRINCIPLES OF DEMOCRATIC STATE ORGANIZATION
224,1987,Suriname,FIRST SECTION. POLITICAL DEMOCRACY
225,1987,Suriname,ARTICLE 52
226,1987,Suriname,1. All political power is vested in the people and shall be exercised in accordance with the constitution.
227,1987,Suriname,"2. Political democracy is characterized by the participation and representation of the Suriname people, which shall express itself through the participation of the people in laying down a democratic political regime, and through their participation in legislation and administration, aimed at the upholding and expanding of this system. Political democracy shall further create the conditions for the participation of the people in the general, free and secret elections for the composition of representative organs and of the Government."
228,1987,Suriname,"3. Accountability to the people, supervision of government actions by institutions created for that purpose and the right of revocation with regard to elected representatives are guarantees for true democracy."
229,1987,Suriname,SECOND SECTION. POLITICAL ORGANIZATIONS
230,1987,Suriname,ARTICLE 53
231,1987,Suriname,"1. The State shall accept the freedom of citizens to create political organizations, subject to the limitations which stem from the law."
232,1987,Suriname,2. Political organizations shall respect the national sovereignty and democracy.
233,1987,Suriname,3. In exercising their rights the political organizations shall take into account the following:
234,1987,Suriname,a.Their goals may not be in violation of or incompatible with the Constitution and the laws;
235,1987,Suriname,"b.The organization shall be accessible to the Suriname citizen, who fulfills criteria to be defined by law provided that he agrees upon the basic principles of the party."
236,1987,Suriname,"c.The internal organization must be democratic, which shall be evidenced inter alia by:"
237,1987,Suriname,regular committee elections;
238,1987,Suriname,the prerequisite that candidates proposed of the chamber of representatives shall be elected within the party structures;
239,1987,Suriname,d.The electorate shall be informed of the political program and the election program of the political organizations;
240,1987,Suriname,e.Annual publications of sources of income and accounts shall be made in the Official Journal of the Republic of Suriname and at least one newspaper;
241,1987,Suriname,"f.Their functioning shall be in accordance with principles of good administration, and with prescribed legal rules for the guaranteeing of openness and transparency;"
242,1987,Suriname,"g.The drafting of a programme, with as sole goal the promotion of the national interest"
243,1987,Suriname,THIRD SECTION. BASIC PRINCIPLES FOR THE FUNCTIONING OF THE STATE ORGANS
244,1987,Suriname,ARTICLE 54
245,1987,Suriname,1. The State is obliged to register those with voting rights and to convoke them to participate in the elections. The registration of the voters shall serve no other purpose. Those with a right to vote are obliged to cooperate with the registration of the electorate.
246,1987,Suriname,2. For the organization and the functioning of the state organs the following principles shall be respected:
247,1987,Suriname,a.Decisions of higher State organs shall be binding upon lower organs. This rule does not apply to judicial organs;
248,1987,Suriname,b.Lower State organs shall be deemed to submit justification to the superior organs and to give account of their work;
249,1987,Suriname,c.The administrative and executive institutions shall be subject to control by the representative bodies;
250,1987,Suriname,"d.The freedom of discussion, criticism and recognition of the minority by the majority shall apply in all councils and organs of the State;"
251,1987,Suriname,e.Those who hold political office shall be liable in civil and criminal law for their acts and omissions;
252,1987,Suriname,f.Those who hold political office shall be under the obligation to fulfill their tasks in the public interest;
253,1987,Suriname,g.No one shall be nominated for life in a political office;
254,1987,Suriname,"h.The central authority shall organize the regular dissemination of information on government policy and state administration, in order to allow the people to participate optimally in the administrative structures. The lower administration shall have the obligation to create a process of communication with the people, for the purpose of making government answerable to the public and to ensure the participation of the people in policy-making."
255,1987,Suriname,CHAPTER X. THE NATIONAL ASSEMBLY
256,1987,Suriname,FIRST SECTION. ORGANIZATION AND COMPOSITION OF THE NATIONAL ASSEMBLY
257,1987,Suriname,ARTICLE 55
258,1987,Suriname,1. The National Assembly represents the people of the Republic of Suriname and expresses the sovereign will of the nation.
259,1987,Suriname,2. The National Assembly is the highest organ of the State.
260,1987,Suriname,SECOND SECTION. ELECTION OF THE MEMBERS OF THE NATIONAL ASSEMBLY
261,1987,Suriname,ARTICLE 56
262,1987,Suriname,1. Members of the National Assembly shall be elected for a five-year term.
263,1987,Suriname,"2. The law can only derogate from the five-year term in case of war or other extraordinary circumstances, which prevent the holding of elections."
264,1987,Suriname,ARTICLE 57
265,1987,Suriname,1. The members of the National Assembly shall be elected directly by the inhabitants having Suriname nationality and having reached the age of eighteen years.
266,1987,Suriname,2. Each elector shall have one vote only.
267,1987,Suriname,ARTICLE 58
268,1987,Suriname,Those persons shall be debarred from exercising the right to vote:
269,1987,Suriname,a.To whom the right to vote has been denied by an irrevocable judicial decision;
270,1987,Suriname,b.Who are lawfully deprived of their liberty
271,1987,Suriname,"c.Who, by virtue of an irrevocable judicial decision, have lost the right to dispose of or administer their property on account of insanity or imbecility."
272,1987,Suriname,ARTICLE 59
273,1987,Suriname,"Eligible are the inhabitants who have Suriname nationality, who have reached the age of twenty-one and have not been deprived of the right to vote on the grounds mentioned in the previous article under (a) and (c)."
274,1987,Suriname,ARTICLE 60
275,1987,Suriname,"Everything else relating to universal suffrage, the creation of an independent electoral council and its authority the division of Suriname in electoral districts, the repartition of seats in the National Assembly by electoral district and the methods according to which the allocation of seats takes place shall be regulated by law. This law shall be passed with a 2/3 majority."
276,1987,Suriname,THIRD SECTION. MEMBERSHIP OF THE NATIONAL ASSEMBLY
277,1987,Suriname,ARTICLE 61
278,1987,Suriname,"1. The National Assembly consists of 51 members chosen by district on the basis of general, free and secret elections by virtue of the system of proportionate representation on the highest number of average and preferential votes."
279,1987,Suriname,2. Persons who have submitted their candidacy for election as representatives in the National Assembly shall live in said district and shall have had their main or real residence there during two years preceding the elections.
280,1987,Suriname,ARTICLE 62
281,1987,Suriname,The law determines for which functions the membership of the National Assembly shall result in the suspension from duty.
282,1987,Suriname,ARTICLE 63
283,1987,Suriname,Repealed.
284,1987,Suriname,ARTICLE 64
285,1987,Suriname,The sessions of the National Assembly and of the other representative organs on the local and district levels coincide as much as possible.
286,1987,Suriname,ARTICLE 65
287,1987,Suriname,When assuming office the members shall make the following oath or promise:
288,1987,Suriname,"“I swear (promise) that in order to be elected a member of the National Assembly I have not given or promised, nor will give or promise, directly or indirectly, under whatsoever name or pretext, anything to anyone whomsoever."
289,1987,Suriname,"I swear (promise) that in order to do or refrain from doing anything whatsoever in this office, I will not accept any promises or presents, directly or indirectly, from anyone whomsoever."
290,1987,Suriname,I swear (promise) that I will fulfill the office of member of the Assembly conscientiously.
291,1987,Suriname,I swear (promise) that I will foster the well-being of Suriname to the best of my capacities.
292,1987,Suriname,I swear (promise) obedience to the Constitution and all other rules of law.
293,1987,Suriname,"I swear (promise) allegiance to the Republic of Suriname. So help me, God Almighty (that I declare and promise).”"
294,1987,Suriname,ARTICLE 66
295,1987,Suriname,"Within thirty days at the latest after the members of the National Assembly are chosen, this organ convenes under the chairmanship of the member most senior in years, and in case of unavailability or absence, always by the next eldest member. In this meeting the National Assembly shall examine the credentials of its new members, and shall settle disputes arising concerning those credentials or the election itself, according to rules to be laid down by law."
296,1987,Suriname,"In the case where several members could be eligible for appointment as most senior member, who will act as chairman is decided by lot."
297,1987,Suriname,ARTICLE 67
298,1987,Suriname,"1. The most senior member referred to in the previous article shall, previous to this meeting, take the prescribed oath or promise before the President, after which he shall swear in the other fifty members. Hereafter, the meeting attends to the business of electing a speaker and a deputy speaker of the National Assembly, who shall immediately assume their functions."
299,1987,Suriname,"2. The speaker shall take the required oath or promise, in the National Assembly before the acting chairman."
300,1987,Suriname,3. If the acting chairman is elected as speaker he takes the required oath or promise in the National Assembly before the deputy speaker.
301,1987,Suriname,FOURTH SECTION. TERMINATION OF THE MEMBERSHIP OF THE NATIONAL ASSEMBLY
302,1987,Suriname,ARTICLE 68
303,1987,Suriname,1. Membership of the National Assembly is terminated by:
304,1987,Suriname,a.Death;
305,1987,Suriname,b.Discharge on personal request;
306,1987,Suriname,c.Revocation of the member in the manner to be laid down by law;
307,1987,Suriname,d.The arising of conditions that exclude eligibility;
308,1987,Suriname,e.an appointment as Minister or Under-Minister;
309,1987,Suriname,f.Absence during an uninterrupted period of five months
310,1987,Suriname,g.Condemnation for criminal offence in an irrevocable judicial decision to a penalty involving loss of liberty of at least five months.
311,1987,Suriname,"2. Membership of the National Assembly is incompatible with the office of Minister or Under-Minister, provided that upon the election of a Minister or Under-Minister as a Member to the National Assembly, the office of Minister or Under-Minister can be combined with membership of the National Assembly for no longer than three months after admission to the National Assembly."
312,1987,Suriname,3. Further rules regarding the loss of membership of the National Assembly can be laid down by law.
313,1987,Suriname,CHAPTER XI. THE LEGISLATURE
314,1987,Suriname,FIRST SECTION. EXERCISE OF LEGISLATIVE POWERS
315,1987,Suriname,ARTICLE 69
316,1987,Suriname,"The Legislator, the Government and the other organs of government shall respect the rules of the Constitution."
317,1987,Suriname,ARTICLE 70
318,1987,Suriname,The Legislative Power shall be exercised jointly by the National Assembly and the Government.
319,1987,Suriname,SECOND SECTION. POWERS OF THE NATIONAL ASSEMBLY
320,1987,Suriname,ARTICLE 71
321,1987,Suriname,1. The National Assembly shall have the power to decide over all proposals of law that will be submitted before it for approval.
322,1987,Suriname,"2. The National Assembly shall have the power to decide by 2/3 majority on the organization of a People’s Assembly or a plebiscite in those cases deemed necessary by the National Assembly, without prejudice to the provisions of Article 179, paragraph 2."
323,1987,Suriname,"3. The National Assembly lays down its own standing order. These standing orders, in which rules of procedure for the People's Assembly shall be included, will be promulgated by state decree."
324,1987,Suriname,ARTICLE 72
325,1987,Suriname,"Without prejudice to what is reserved elsewhere in the Constitution for regulation by law, the following subjects shall certainly be determined by law:"
326,1987,Suriname,"a.Treaties, subject to what is determined in article 104;"
327,1987,Suriname,b.The amending of the Constitution;
328,1987,Suriname,"c.The declaration or the termination of the state of war, the civil or military state of emergency"
329,1987,Suriname,d.The determination and change of the political-administrative partitioning of the Republic of Suriname;
330,1987,Suriname,e.The determination of the extent and boundaries of the territorial waters and the rights of the Republic of Suriname to the adjacent continental shelf and the economic zone;
331,1987,Suriname,f.The creation of a development council for national development;
332,1987,Suriname,g.The granting of amnesty or pardon.
333,1987,Suriname,ARTICLE 73
334,1987,Suriname,The socio-economic and political policy to be followed by the Government shall be previously approved by the National Assembly.
335,1987,Suriname,ARTICLE 74. EXECUTIVE TASKS OF THE NATIONAL ASSEMBLY
336,1987,Suriname,The National Assembly has the following executive tasks:
337,1987,Suriname,a.The election of the President and the Vice-President;
338,1987,Suriname,"b.The proposal for nomination to the President of the chairman and vice- chairman, the members and the surrogate members of the organ charged with the supervision and control of the expenditure of the state finances;"
339,1987,Suriname,c.Placing the nominations of the members of the Constitutional Court and their appointed deputies to the President;
340,1987,Suriname,"d.Appointing, suspending and discharging the clerk of the Assembly;"
341,1987,Suriname,e.Organizing any People's Assembly.
342,1987,Suriname,"THIRD SECTION. LEGISLATIVE PROCEDURE RIGHTS OF AMENDMENT INITIATIVE, INTERROGATION AND INVESTIGATION"
343,1987,Suriname,ARTICLE 75
344,1987,Suriname,1. The President introduces the proposals of law or other Government proposals before the National Assembly in a written message.
